Days;L;M;S;P01;P1;P3;P5;P10;P15;P25;P50;P75;P85;P90;P95;P97;P99;P999;SD4neg;SD3neg;SD2neg;SD1neg;SD0;SD1;SD2;SD3;SD4
1006;-0,3562;15,6917;0,07883;12,423;13,138;13,581;13,824;14,209;14,478;14,887;15,692;16,557;17,048;17,392;17,919;18,274;18,969;20,246;11,548;12,504;13,46;14,518;15,692;16,998;18,456;20,089;21,722
1007;-0,3556;15,6907;0,07883;12,422;13,137;13,58;13,823;14,208;14,477;14,886;15,691;16,556;17,047;17,391;17,918;18,272;18,967;20,244;11,547;12,503;13,459;14,517;15,691;16,997;18,455;20,087;21,72
1008;-0,3549;15,6896;0,07884;12,42;13,135;13,578;13,821;14,207;14,475;14,884;15,69;16,555;17,046;17,39;17,917;18,271;18,966;20,243;11,546;12,502;13,458;14,516;15,69;16,996;18,454;20,086;21,719
1009;-0,3543;15,6885;0,07884;12,419;13,134;13,577;13,82;14,206;14,474;14,883;15,689;16,554;17,045;17,389;17,916;18,27;18,964;20,241;11,545;12,501;13,457;14,515;15,688;16,995;18,452;20,085;21,717
1010;-0,3536;15,6874;0,07885;12,418;13,133;13,576;13,819;14,205;14,473;14,882;15,687;16,553;17,044;17,388;17,915;18,269;18,963;20,24;11,543;12,499;13,456;14,514;15,687;16,993;18,451;20,083;21,716
1011;-0,353;15,6864;0,07885;12,417;13,132;13,575;13,818;14,204;14,472;14,881;15,686;16,552;17,043;17,386;17,913;18,267;18,962;20,238;11,542;12,498;13,455;14,513;15,686;16,992;18,45;20,082;21,714
1012;-0,3524;15,6853;0,07886;12,415;13,131;13,574;13,817;14,203;14,471;14,88;15,685;16,551;17,042;17,385;17,912;18,266;18,961;20,237;11,541;12,497;13,453;14,511;15,685;16,991;18,449;20,081;21,712
1013;-0,3518;15,6842;0,07886;12,414;13,13;13,573;13,816;14,201;14,47;14,879;15,684;16,549;17,04;17,384;17,911;18,265;18,959;20,235;11,54;12,496;13,452;14,51;15,684;16,99;18,447;20,079;21,71
1014;-0,3511;15,6832;0,07887;12,413;13,128;13,572;13,815;14,2;14,469;14,878;15,683;16,548;17,039;17,383;17,91;18,264;18,958;20,234;11,538;12,495;13,451;14,509;15,683;16,989;18,446;20,078;21,709
1015;-0,3505;15,6821;0,07887;12,412;13,127;13,571;13,814;14,199;14,468;14,877;15,682;16,547;17,038;17,382;17,909;18,263;18,957;20,233;11,537;12,494;13,45;14,508;15,682;16,988;18,445;20,076;21,707
1016;-0,3499;15,681;0,07888;12,41;13,126;13,569;13,812;14,198;14,467;14,876;15,681;16,546;17,037;17,381;17,908;18,262;18,956;20,231;11,535;12,492;13,449;14,507;15,681;16,987;18,444;20,075;21,706
1017;-0,3493;15,6799;0,07888;12,409;13,125;13,568;13,811;14,197;14,466;14,875;15,68;16,545;17,036;17,38;17,906;18,26;18,954;20,23;11,534;12,491;13,448;14,506;15,68;16,986;18,442;20,073;21,704
1018;-0,3487;15,6789;0,07889;12,408;13,124;13,567;13,81;14,196;14,464;14,874;15,679;16,544;17,035;17,379;17,905;18,259;18,953;20,229;11,533;12,49;13,447;14,505;15,679;16,985;18,441;20,072;21,702
1019;-0,3481;15,6778;0,07889;12,407;13,123;13,566;13,809;14,195;14,463;14,873;15,678;16,543;17,034;17,377;17,904;18,258;18,952;20,227;11,532;12,489;13,446;14,504;15,678;16,983;18,44;20,07;21,7
1020;-0,3475;15,6767;0,0789;12,405;13,121;13,565;13,808;14,194;14,462;14,871;15,677;16,542;17,033;17,376;17,903;18,257;18,951;20,226;11,53;12,487;13,444;14,503;15,677;16,982;18,439;20,069;21,699
1021;-0,3469;15,6757;0,0789;12,404;13,12;13,564;13,807;14,193;14,461;14,871;15,676;16,541;17,032;17,375;17,902;18,255;18,949;20,224;11,529;12,486;13,443;14,502;15,676;16,981;18,438;20,067;21,697
1022;-0,3463;15,6746;0,07891;12,403;13,119;13,563;13,806;14,192;14,46;14,869;15,675;16,54;17,031;17,374;17,901;18,254;18,948;20,223;11,528;12,485;13,442;14,501;15,675;16,98;18,437;20,066;21,696
1023;-0,3457;15,6735;0,07891;12,402;13,118;13,562;13,805;14,19;14,459;14,868;15,674;16,539;17,029;17,373;17,899;18,253;18,947;20,221;11,527;12,484;13,441;14,5;15,674;16,979;18,435;20,064;21,694
1024;-0,3451;15,6725;0,07892;12,401;13,117;13,56;13,803;14,189;14,458;14,867;15,673;16,538;17,028;17,372;17,899;18,252;18,946;20,22;11,525;12,482;13,44;14,498;15,672;16,978;18,434;20,063;21,693
1025;-0,3445;15,6714;0,07892;12,4;13,116;13,559;13,802;14,188;14,457;14,866;15,671;16,536;17,027;17,371;17,897;18,251;18,944;20,218;11,524;12,481;13,439;14,497;15,671;16,977;18,433;20,062;21,691
1026;-0,3439;15,6704;0,07893;12,398;13,115;13,558;13,801;14,187;14,456;14,865;15,67;16,535;17,026;17,37;17,896;18,25;18,943;20,217;11,523;12,48;13,438;14,496;15,67;16,976;18,432;20,061;21,69
1027;-0,3433;15,6693;0,07893;12,397;13,113;13,557;13,8;14,186;14,455;14,864;15,669;16,534;17,025;17,368;17,895;18,248;18,942;20,215;11,522;12,479;13,436;14,495;15,669;16,975;18,43;20,059;21,687
1028;-0,3427;15,6682;0,07894;12,396;13,112;13,556;13,799;14,185;14,454;14,863;15,668;16,533;17,024;17,367;17,894;18,247;18,941;20,214;11,52;12,478;13,435;14,494;15,668;16,974;18,429;20,058;21,686
1029;-0,3422;15,6672;0,07894;12,395;13,111;13,555;13,798;14,184;14,453;14,862;15,667;16,532;17,023;17,366;17,893;18,246;18,939;20,212;11,519;12,477;13,434;14,493;15,667;16,973;18,428;20,056;21,684
1030;-0,3416;15,6661;0,07895;12,393;13,11;13,554;13,797;14,183;14,451;14,861;15,666;16,531;17,022;17,365;17,892;18,245;18,938;20,211;11,517;12,475;13,433;14,492;15,666;16,971;18,427;20,055;21,683
1031;-0,341;15,6651;0,07895;12,392;13,109;13,553;13,796;14,182;14,451;14,86;15,665;16,53;17,021;17,364;17,89;18,244;18,937;20,21;11,516;12,474;13,432;14,491;15,665;16,97;18,426;20,053;21,681
1032;-0,3404;15,664;0,07896;12,391;13,108;13,551;13,795;14,181;14,449;14,859;15,664;16,529;17,02;17,363;17,889;18,243;18,936;20,208;11,515;12,473;13,431;14,49;15,664;16,969;18,425;20,052;21,68
1033;-0,3399;15,663;0,07896;12,39;13,107;13,55;13,794;14,18;14,448;14,858;15,663;16,528;17,018;17,362;17,888;18,241;18,934;20,207;11,514;12,472;13,43;14,489;15,663;16,968;18,423;20,051;21,678
1034;-0,3393;15,6619;0,07897;12,389;13,105;13,549;13,792;14,178;14,447;14,857;15,662;16,527;17,017;17,361;17,887;18,24;18,933;20,206;11,512;12,47;13,428;14,488;15,662;16,967;18,422;20,05;21,677
1035;-0,3388;15,6609;0,07897;12,388;13,104;13,548;13,791;14,178;14,446;14,856;15,661;16,526;17,016;17,36;17,886;18,239;18,932;20,204;11,511;12,469;13,428;14,487;15,661;16,966;18,421;20,048;21,675
1036;-0,3382;15,6598;0,07898;12,386;13,103;13,547;13,79;14,176;14,445;14,854;15,66;16,525;17,015;17,359;17,885;18,238;18,931;20,203;11,51;12,468;13,426;14,486;15,66;16,965;18,42;20,047;21,674
1037;-0,3376;15,6588;0,07898;12,385;13,102;13,546;13,789;14,175;14,444;14,853;15,659;16,524;17,014;17,357;17,884;18,237;18,929;20,201;11,509;12,467;13,425;14,485;15,659;16,964;18,419;20,045;21,672
1038;-0,3371;15,6577;0,07899;12,384;13,101;13,545;13,788;14,174;14,443;14,852;15,658;16,523;17,013;17,356;17,882;18,236;18,928;20,2;11,507;12,466;13,424;14,483;15,658;16,963;18,418;20,044;21,671
1039;-0,3365;15,6567;0,07899;12,383;13,1;13,544;13,787;14,173;14,442;14,851;15,657;16,521;17,012;17,355;17,881;18,234;18,927;20,198;11,506;12,465;13,423;14,482;15,657;16,962;18,416;20,042;21,669
1040;-0,336;15,6556;0,079;12,381;13,099;13,543;13,786;14,172;14,441;14,85;15,656;16,52;17,011;17,354;17,88;18,233;18,926;20,197;11,505;12,463;13,422;14,481;15,656;16,961;18,415;20,041;21,667
1041;-0,3354;15,6546;0,079;12,38;13,098;13,542;13,785;14,171;14,44;14,849;15,655;16,519;17,01;17,353;17,879;18,232;18,924;20,196;11,504;12,462;13,421;14,48;15,655;16,96;18,414;20,04;21,666
1042;-0,3349;15,6535;0,07901;12,379;13,096;13,54;13,784;14,17;14,439;14,848;15,654;16,518;17,009;17,352;17,878;18,231;18,923;20,195;11,502;12,461;13,42;14,479;15,654;16,958;18,413;20,039;21,664
1043;-0,3344;15,6525;0,07901;12,378;13,095;13,539;13,783;14,169;14,438;14,847;15,653;16,517;17,008;17,351;17,877;18,23;18,922;20,193;11,501;12,46;13,419;14,478;15,652;16,957;18,412;20,037;21,663
1044;-0,3338;15,6514;0,07902;12,377;13,094;13,538;13,781;14,168;14,437;14,846;15,651;16,516;17,007;17,35;17,876;18,229;18,921;20,192;11,5;12,459;13,417;14,477;15,651;16,956;18,411;20,036;21,661
1045;-0,3333;15,6504;0,07903;12,375;13,093;13,537;13,78;14,167;14,435;14,845;15,65;16,515;17,006;17,349;17,875;18,228;18,92;20,191;11,498;12,457;13,416;14,476;15,65;16,955;18,41;20,035;21,66
1046;-0,3328;15,6493;0,07903;12,374;13,092;13,536;13,779;14,166;14,434;14,844;15,649;16,514;17,004;17,348;17,873;18,226;18,919;20,189;11,497;12,456;13,415;14,475;15,649;16,954;18,408;20,033;21,658
1047;-0,3322;15,6483;0,07904;12,373;13,09;13,535;13,778;14,164;14,433;14,843;15,648;16,513;17,003;17,347;17,872;18,225;18,918;20,188;11,496;12,455;13,414;14,474;15,648;16,953;18,407;20,032;21,657
1048;-0,3317;15,6473;0,07904;12,372;13,09;13,534;13,777;14,164;14,432;14,842;15,647;16,512;17,002;17,345;17,871;18,224;18,916;20,186;11,495;12,454;13,413;14,473;15,647;16,952;18,406;20,031;21,655
1049;-0,3312;15,6462;0,07905;12,371;13,088;13,533;13,776;14,162;14,431;14,841;15,646;16,511;17,001;17,344;17,87;18,223;18,915;20,185;11,494;12,453;13,412;14,472;15,646;16,951;18,405;20,03;21,654
1050;-0,3307;15,6452;0,07905;12,37;13,087;13,532;13,775;14,161;14,43;14,84;15,645;16,51;17;17,343;17,869;18,222;18,914;20,184;11,493;12,452;13,411;14,471;15,645;16,95;18,404;20,028;21,652
1051;-0,3302;15,6441;0,07906;12,368;13,086;13,53;13,774;14,16;14,429;14,839;15,644;16,509;16,999;17,342;17,868;18,221;18,913;20,183;11,491;12,45;13,409;14,47;15,644;16,949;18,403;20,027;21,651
1052;-0,3296;15,6431;0,07906;12,367;13,085;13,529;13,773;14,159;14,428;14,838;15,643;16,508;16,998;17,341;17,867;18,22;18,911;20,181;11,49;12,449;13,409;14,469;15,643;16,948;18,401;20,025;21,649
1053;-0,3291;15,6421;0,07907;12,366;13,084;13,528;13,772;14,158;14,427;14,837;15,642;16,507;16,997;17,34;17,866;18,219;18,91;20,18;11,489;12,448;13,407;14,468;15,642;16,947;18,4;20,024;21,648
1054;-0,3286;15,641;0,07907;12,365;13,083;13,527;13,771;14,157;14,426;14,836;15,641;16,506;16,996;17,339;17,864;18,217;18,909;20,178;11,488;12,447;13,406;14,466;15,641;16,946;18,399;20,023;21,646
1055;-0,3281;15,64;0,07908;12,364;13,082;13,526;13,769;14,156;14,425;14,834;15,64;16,505;16,995;17,338;17,864;18,216;18,908;20,177;11,486;12,446;13,405;14,465;15,64;16,945;18,398;20,022;21,645
1056;-0,3276;15,639;0,07908;12,363;13,081;13,525;13,769;14,155;14,424;14,834;15,639;16,504;16,994;17,337;17,862;18,215;18,907;20,176;11,485;12,445;13,404;14,464;15,639;16,944;18,397;20,02;21,643
1057;-0,3271;15,6379;0,07909;12,361;13,079;13,524;13,767;14,154;14,423;14,832;15,638;16,503;16,993;17,336;17,861;18,214;18,906;20,175;11,484;12,443;13,403;14,463;15,638;16,943;18,396;20,019;21,642
1058;-0,3266;15,6369;0,0791;12,36;13,078;13,523;13,766;14,153;14,422;14,831;15,637;16,502;16,992;17,335;17,86;18,213;18,905;20,174;11,482;12,442;13,402;14,462;15,637;16,942;18,395;20,018;21,641
1059;-0,3261;15,6359;0,0791;12,359;13,077;13,522;13,765;14,152;14,421;14,83;15,636;16,501;16,991;17,334;17,859;18,212;18,903;20,172;11,481;12,441;13,401;14,461;15,636;16,941;18,393;20,016;21,639
1060;-0,3257;15,6349;0,07911;12,358;13,076;13,521;13,764;14,151;14,42;14,829;15,635;16,5;16,99;17,333;17,858;18,211;18,902;20,171;11,48;12,44;13,4;14,46;15,635;16,94;18,393;20,016;21,639
1061;-0,3252;15,6338;0,07911;12,357;13,075;13,52;13,763;14,15;14,419;14,828;15,634;16,498;16,989;17,332;17,857;18,21;18,901;20,169;11,479;12,439;13,399;14,459;15,634;16,938;18,391;20,014;21,637
1062;-0,3247;15,6328;0,07912;12,355;13,074;13,518;13,762;14,148;14,417;14,827;15,633;16,497;16,988;17,331;17,856;18,209;18,9;20,169;11,478;12,437;13,397;14,458;15,633;16,937;18,39;20,013;21,636
1063;-0,3242;15,6318;0,07912;12,354;13,073;13,517;13,761;14,148;14,417;14,826;15,632;16,496;16,987;17,329;17,855;18,207;18,899;20,167;11,477;12,437;13,396;14,457;15,632;16,936;18,389;20,011;21,634
1064;-0,3237;15,6308;0,07913;12,353;13,072;13,516;13,76;14,146;14,415;14,825;15,631;16,495;16,986;17,329;17,854;18,206;18,898;20,166;11,475;12,435;13,395;14,456;15,631;16,935;18,388;20,01;21,633
1065;-0,3233;15,6297;0,07913;12,352;13,071;13,515;13,759;14,145;14,414;14,824;15,63;16,494;16,984;17,327;17,853;18,205;18,896;20,164;11,474;12,434;13,394;14,455;15,63;16,934;18,387;20,009;21,631
1066;-0,3228;15,6287;0,07914;12,351;13,069;13,514;13,758;14,144;14,413;14,823;15,629;16,493;16,983;17,326;17,852;18,204;18,895;20,163;11,473;12,433;13,393;14,454;15,629;16,933;18,386;20,008;21,63
1067;-0,3223;15,6277;0,07915;12,349;13,068;13,513;13,757;14,143;14,412;14,822;15,628;16,492;16,982;17,325;17,851;18,203;18,894;20,162;11,471;12,432;13,392;14,453;15,628;16,932;18,385;20,007;21,629
1068;-0,3218;15,6267;0,07915;12,349;13,067;13,512;13,756;14,142;14,411;14,821;15,627;16,491;16,981;17,324;17,85;18,202;18,893;20,161;11,47;12,431;13,391;14,452;15,627;16,931;18,384;20,005;21,627
1069;-0,3214;15,6256;0,07916;12,347;13,066;13,511;13,754;14,141;14,41;14,82;15,626;16,49;16,98;17,323;17,849;18,201;18,892;20,16;11,469;12,429;13,39;14,451;15,626;16,93;18,383;20,004;21,626
1070;-0,3209;15,6246;0,07916;12,346;13,065;13,51;13,753;14,14;14,409;14,819;15,625;16,489;16,979;17,322;17,847;18,2;18,891;20,158;11,468;12,428;13,389;14,45;15,625;16,929;18,381;20,003;21,624
1071;-0,3205;15,6236;0,07917;12,345;13,064;13,509;13,752;14,139;14,408;14,818;15,624;16,488;16,978;17,321;17,846;18,199;18,89;20,157;11,467;12,427;13,388;14,449;15,624;16,928;18,38;20,002;21,623
1072;-0,32;15,6226;0,07917;12,344;13,063;13,508;13,751;14,138;14,407;14,817;15,623;16,487;16,977;17,32;17,845;18,198;18,888;20,156;11,466;12,426;13,387;14,448;15,623;16,927;18,379;20;21,621
1073;-0,3196;15,6216;0,07918;12,343;13,062;13,506;13,75;14,137;14,406;14,816;15,622;16,486;16,976;17,319;17,844;18,197;18,887;20,155;11,464;12,425;13,385;14,447;15,622;16,926;18,378;19,999;21,62
1074;-0,3191;15,6206;0,07918;12,342;13,061;13,506;13,749;14,136;14,405;14,815;15,621;16,485;16,975;17,318;17,843;18,195;18,886;20,153;11,463;12,424;13,385;14,446;15,621;16,925;18,377;19,998;21,618
1075;-0,3187;15,6196;0,07919;12,34;13,059;13,504;13,748;14,135;14,404;14,814;15,62;16,484;16,974;17,317;17,842;18,194;18,885;20,152;11,462;12,423;13,383;14,445;15,62;16,924;18,376;19,997;21,618
1076;-0,3182;15,6185;0,0792;12,339;13,058;13,503;13,747;14,134;14,403;14,813;15,619;16,483;16,973;17,316;17,841;18,193;18,884;20,151;11,46;12,421;13,382;14,443;15,618;16,923;18,375;19,996;21,616
1077;-0,3178;15,6175;0,0792;12,338;13,057;13,502;13,746;14,133;14,402;14,812;15,618;16,482;16,972;17,315;17,84;18,192;18,883;20,15;11,459;12,42;13,381;14,442;15,618;16,922;18,374;19,994;21,615
1078;-0,3174;15,6165;0,07921;12,337;13,056;13,501;13,745;14,132;14,401;14,811;15,617;16,481;16,971;17,314;17,839;18,191;18,882;20,149;11,458;12,419;13,38;14,441;15,616;16,921;18,373;19,993;21,614
1079;-0,3169;15,6155;0,07921;12,336;13,055;13,5;13,744;14,131;14,4;14,81;15,616;16,48;16,97;17,313;17,838;18,19;18,881;20,147;11,457;12,418;13,379;14,44;15,616;16,92;18,371;19,992;21,612
1080;-0,3165;15,6145;0,07922;12,335;13,054;13,499;13,743;14,13;14,399;14,809;15,615;16,479;16,969;17,312;17,837;18,189;18,88;20,146;11,456;12,417;13,378;14,439;15,614;16,919;18,371;19,991;21,611
1081;-0,3161;15,6135;0,07922;12,334;13,053;13,498;13,742;14,129;14,398;14,808;15,614;16,478;16,968;17,311;17,836;18,188;18,878;20,145;11,455;12,416;13,377;14,438;15,614;16,918;18,369;19,989;21,609
1082;-0,3156;15,6125;0,07923;12,332;13,052;13,497;13,741;14,128;14,397;14,807;15,613;16,477;16,967;17,31;17,835;18,187;18,877;20,144;11,453;12,415;13,376;14,437;15,612;16,917;18,368;19,988;21,608
1083;-0,3152;15,6115;0,07924;12,331;13,05;13,496;13,74;14,126;14,396;14,806;15,612;16,476;16,966;17,309;17,834;18,186;18,877;20,143;11,452;12,413;13,375;14,436;15,612;16,916;18,368;19,987;21,607
1084;-0,3148;15,6105;0,07924;12,33;13,05;13,495;13,739;14,126;14,395;14,805;15,611;16,475;16,965;17,308;17,833;18,185;18,875;20,141;11,451;12,412;13,374;14,435;15,61;16,915;18,366;19,986;21,606
1085;-0,3144;15,6095;0,07925;12,329;13,048;13,494;13,737;14,124;14,394;14,804;15,61;16,474;16,964;17,307;17,832;18,184;18,874;20,14;11,45;12,411;13,373;14,434;15,61;16,914;18,365;19,985;21,605
1086;-0,314;15,6085;0,07925;12,328;13,047;13,493;13,737;14,123;14,393;14,803;15,609;16,473;16,963;17,306;17,831;18,183;18,873;20,139;11,449;12,41;13,372;14,433;15,608;16,913;18,364;19,984;21,603
1087;-0,3136;15,6075;0,07926;12,327;13,046;13,491;13,735;14,122;14,392;14,802;15,608;16,472;16,962;17,305;17,83;18,182;18,872;20,138;11,448;12,409;13,37;14,432;15,608;16,912;18,363;19,983;21,602
1088;-0,3132;15,6065;0,07926;12,326;13,045;13,491;13,734;14,121;14,391;14,801;15,607;16,471;16,961;17,304;17,828;18,181;18,871;20,136;11,447;12,408;13,37;14,431;15,606;16,911;18,362;19,981;21,6
1089;-0,3128;15,6055;0,07927;12,325;13,044;13,489;13,733;14,12;14,39;14,8;15,606;16,47;16,96;17,303;17,828;18,18;18,87;20,135;11,445;12,407;13,368;14,43;15,606;16,91;18,361;19,98;21,599
1090;-0,3124;15,6045;0,07928;12,323;13,043;13,488;13,732;14,119;14,388;14,799;15,605;16,469;16,959;17,302;17,827;18,179;18,869;20,135;11,444;12,406;13,367;14,429;15,604;16,909;18,36;19,979;21,599
1091;-0,312;15,6035;0,07928;12,322;13,042;13,487;13,731;14,118;14,388;14,798;15,604;16,468;16,958;17,301;17,825;18,177;18,868;20,133;11,443;12,405;13,366;14,428;15,604;16,908;18,359;19,978;21,597
1092;-0,3116;15,6025;0,07929;12,321;13,041;13,486;13,73;14,117;14,386;14,797;15,603;16,467;16,957;17,3;17,825;18,177;18,867;20,132;11,442;12,403;13,365;14,427;15,602;16,907;18,358;19,977;21,596
1093;-0,3112;15,6015;0,07929;12,32;13,04;13,485;13,729;14,116;14,386;14,796;15,602;16,466;16,956;17,299;17,823;18,175;18,865;20,131;11,441;12,402;13,364;14,426;15,602;16,906;18,357;19,975;21,594
1094;-0,3108;15,6005;0,0793;12,319;13,039;13,484;13,728;14,115;14,384;14,795;15,601;16,465;16,955;17,298;17,822;18,174;18,865;20,13;11,439;12,401;13,363;14,425;15,6;16,905;18,356;19,975;21,593
1095;-0,3104;15,5995;0,07931;12,318;13,037;13,483;13,727;14,114;14,383;14,793;15,6;16,464;16,954;17,297;17,822;18,174;18,864;20,129;11,438;12,4;13,362;14,424;15,6;16,904;18,355;19,974;21,592
1096;-0,31;15,5986;0,07931;12,317;13,037;13,482;13,726;14,113;14,382;14,793;15,599;16,463;16,953;17,296;17,82;18,172;18,862;20,127;11,437;12,399;13,361;14,423;15,599;16,903;18,354;19,972;21,591
1097;-0,3097;15,5976;0,07932;12,315;13,035;13,481;13,725;14,112;14,381;14,792;15,598;16,462;16,952;17,295;17,82;18,172;18,862;20,127;11,436;12,398;13,36;14,422;15,598;16,902;18,353;19,971;21,59
1098;-0,3093;15,5966;0,07932;12,315;13,035;13,48;13,724;14,111;14,38;14,791;15,597;16,461;16,951;17,294;17,818;18,17;18,86;20,125;11,435;12,397;13,359;14,421;15,597;16,901;18,352;19,97;21,588
1099;-0,3089;15,5956;0,07933;12,313;13,033;13,479;13,723;14,11;14,379;14,79;15,596;16,46;16,95;17,293;17,817;18,169;18,859;20,124;11,433;12,396;13,358;14,42;15,596;16,9;18,351;19,969;21,587
1100;-0,3085;15,5946;0,07934;12,312;13,032;13,478;13,722;14,109;14,378;14,788;15,595;16,459;16,949;17,292;17,817;18,169;18,858;20,123;11,432;12,394;13,357;14,419;15,595;16,899;18,35;19,968;21,586
1101;-0,3082;15,5936;0,07934;12,311;13,031;13,477;13,721;14,108;14,377;14,788;15,594;16,458;16,948;17,291;17,815;18,167;18,857;20,122;11,431;12,393;13,356;14,418;15,594;16,898;18,349;19,967;21,585
1102;-0,3078;15,5926;0,07935;12,31;13,03;13,476;13,72;14,107;14,376;14,786;15,593;16,457;16,947;17,29;17,814;18,166;18,856;20,121;11,43;12,392;13,354;14,417;15,593;16,897;18,348;19,966;21,584
1103;-0,3074;15,5917;0,07935;12,309;13,029;13,475;13,719;14,106;14,375;14,786;15,592;16,456;16,946;17,289;17,813;18,165;18,855;20,119;11,429;12,391;13,354;14,416;15,592;16,896;18,347;19,964;21,582
1104;-0,3071;15,5907;0,07936;12,308;13,028;13,474;13,718;14,105;14,374;14,785;15,591;16,455;16,945;17,288;17,812;18,164;18,854;20,119;11,428;12,39;13,352;14,415;15,591;16,895;18,346;19,964;21,581
1105;-0,3067;15,5897;0,07936;12,307;13,027;13,473;13,717;14,104;14,373;14,784;15,59;16,454;16,944;17,287;17,811;18,163;18,853;20,117;11,427;12,389;13,352;14,414;15,59;16,894;18,344;19,962;21,58
1106;-0,3064;15,5887;0,07937;12,306;13,026;13,472;13,716;14,103;14,372;14,783;15,589;16,453;16,943;17,286;17,81;18,162;18,852;20,116;11,425;12,388;13,35;14,413;15,589;16,893;18,344;19,961;21,579
1107;-0,306;15,5878;0,07938;12,304;13,025;13,47;13,715;14,102;14,371;14,782;15,588;16,452;16,942;17,285;17,81;18,161;18,851;20,115;11,424;12,387;13,349;14,412;15,588;16,892;18,343;19,96;21,578
1108;-0,3057;15,5868;0,07938;12,304;13,024;13,47;13,714;14,101;14,37;14,781;15,587;16,451;16,941;17,284;17,808;18,16;18,85;20,114;11,423;12,386;13,348;14,411;15,587;16,891;18,342;19,959;21,576
1109;-0,3054;15,5858;0,07939;12,302;13,023;13,468;13,713;14,1;14,369;14,78;15,586;16,45;16,94;17,283;17,808;18,159;18,849;20,113;11,422;12,385;13,347;14,41;15,586;16,89;18,341;19,958;21,576
1110;-0,305;15,5848;0,0794;12,301;13,021;13,467;13,711;14,099;14,368;14,779;15,585;16,449;16,939;17,282;17,807;18,159;18,848;20,112;11,421;12,383;13,346;14,409;15,585;16,889;18,34;19,957;21,575
1111;-0,3047;15,5839;0,0794;12,3;13,021;13,466;13,711;14,098;14,367;14,778;15,584;16,449;16,938;17,281;17,806;18,157;18,847;20,111;11,42;12,383;13,345;14,408;15,584;16,888;18,339;19,956;21,573
1112;-0,3043;15,5829;0,07941;12,299;13,019;13,465;13,709;14,097;14,366;14,777;15,583;16,448;16,937;17,28;17,805;18,156;18,846;20,11;11,418;12,381;13,344;14,407;15,583;16,887;18,338;19,955;21,572
1113;-0,304;15,5819;0,07941;12,298;13,019;13,464;13,709;14,096;14,365;14,776;15,582;16,446;16,936;17,279;17,803;18,155;18,845;20,108;11,418;12,38;13,343;14,406;15,582;16,886;18,336;19,954;21,571
1114;-0,3037;15,581;0,07942;12,297;13,017;13,463;13,707;14,095;14,364;14,775;15,581;16,446;16,936;17,278;17,803;18,155;18,844;20,108;11,416;12,379;13,342;14,405;15,581;16,885;18,336;19,953;21,57
1115;-0,3034;15,58;0,07943;12,296;13,016;13,462;13,706;14,094;14,363;14,774;15,58;16,445;16,935;17,277;17,802;18,154;18,843;20,107;11,415;12,378;13,341;14,404;15,58;16,884;18,335;19,952;21,569
