Days;L;M;S;P01;P1;P3;P5;P10;P15;P25;P50;P75;P85;P90;P95;P97;P99;P999;SD4neg;SD3neg;SD2neg;SD1neg;SD0;SD1;SD2;SD3;SD4
302;-0,3491;17,0583;0,0807;13,43;14,222;14,713;14,982;15,41;15,708;16,163;17,058;18,022;18,57;18,953;19,542;19,937;20,714;22,144;12,462;13,521;14,58;15,753;17,058;18,513;20,141;21,968;23,795
303;-0,3502;17,0543;0,08069;13,428;14,219;14,71;14,979;15,407;15,705;16,159;17,054;18,018;18,565;18,949;19,537;19,932;20,709;22,139;12,46;13,518;14,577;15,75;17,054;18,509;20,136;21,963;23,789
304;-0,3512;17,0503;0,08068;13,426;14,217;14,707;14,976;15,404;15,701;16,156;17,05;18,013;18,561;18,944;19,532;19,928;20,704;22,133;12,458;13,516;14,574;15,746;17,05;18,504;20,131;21,958;23,784
305;-0,3523;17,0463;0,08067;13,423;14,214;14,704;14,973;15,4;15,698;16,152;17,046;18,009;18,556;18,939;19,528;19,923;20,699;22,128;12,456;13,513;14,571;15,743;17,046;18,5;20,127;21,953;23,779
306;-0,3534;17,0422;0,08066;13,421;14,211;14,701;14,97;15,397;15,694;16,148;17,042;18,005;18,552;18,935;19,523;19,918;20,694;22,123;12,454;13,511;14,568;15,739;17,042;18,495;20,122;21,947;23,773
307;-0,3544;17,0382;0,08065;13,418;14,208;14,698;14,967;15,394;15,691;16,144;17,038;18;18,547;18,93;19,518;19,913;20,689;22,118;12,452;13,509;14,565;15,736;17,038;18,491;20,117;21,942;23,768
308;-0,3555;17,0341;0,08064;13,416;14,205;14,695;14,963;15,39;15,687;16,141;17,034;17,996;18,542;18,925;19,513;19,908;20,684;22,113;12,451;13,506;14,562;15,732;17,034;18,486;20,112;21,937;23,762
309;-0,3565;17,0301;0,08063;13,414;14,202;14,692;14,96;15,387;15,684;16,137;17,03;17,992;18,538;18,921;19,508;19,903;20,679;22,107;12,449;13,504;14,559;15,729;17,03;18,482;20,107;21,932;23,757
310;-0,3576;17,026;0,08062;13,411;14,2;14,689;14,957;15,383;15,68;16,133;17,026;17,987;18,533;18,916;19,504;19,898;20,674;22,102;12,447;13,501;14,556;15,725;17,026;18,477;20,102;21,927;23,751
311;-0,3586;17,0219;0,08061;13,409;14,197;14,686;14,954;15,38;15,677;16,13;17,022;17,983;18,529;18,911;19,499;19,893;20,669;22,097;12,445;13,499;14,553;15,722;17,022;18,473;20,097;21,921;23,746
312;-0,3597;17,0178;0,0806;13,406;14,194;14,683;14,951;15,376;15,673;16,126;17,018;17,978;18,524;18,907;19,494;19,888;20,664;22,092;12,443;13,496;14,55;15,718;17,018;18,468;20,092;21,916;23,74
313;-0,3607;17,0138;0,08059;13,404;14,191;14,679;14,947;15,373;15,67;16,122;17,014;17,974;18,52;18,902;19,489;19,884;20,659;22,087;12,441;13,494;14,547;15,715;17,014;18,464;20,087;21,911;23,735
314;-0,3618;17,0097;0,08058;13,401;14,188;14,676;14,944;15,37;15,666;16,118;17,01;17,969;18,515;18,898;19,484;19,879;20,654;22,081;12,439;13,491;14,544;15,711;17,01;18,459;20,082;21,906;23,73
315;-0,3628;17,0056;0,08057;13,399;14,185;14,673;14,941;15,366;15,663;16,115;17,006;17,965;18,511;18,893;19,479;19,874;20,649;22,076;12,437;13,489;14,54;15,707;17,006;18,455;20,077;21,901;23,724
316;-0,3638;17,0015;0,08056;13,396;14,182;14,67;14,938;15,363;15,659;16,111;17,002;17,961;18,506;18,888;19,475;19,869;20,644;22,071;12,435;13,486;14,537;15,704;17,002;18,45;20,072;21,895;23,718
317;-0,3649;16,9974;0,08055;13,394;14,18;14,667;14,934;15,359;15,655;16,107;16,997;17,956;18,501;18,883;19,47;19,864;20,639;22,066;12,433;13,484;14,534;15,7;16,997;18,445;20,067;21,89;23,713
318;-0,3659;16,9933;0,08054;13,392;14,177;14,664;14,931;15,356;15,652;16,103;16,993;17,952;18,497;18,879;19,465;19,859;20,633;22,06;12,431;13,481;14,531;15,697;16,993;18,441;20,062;21,885;23,707
319;-0,3669;16,9892;0,08053;13,389;14,174;14,661;14,928;15,353;15,648;16,1;16,989;17,947;18,492;18,874;19,46;19,854;20,628;22,055;12,429;13,479;14,528;15,693;16,989;18,436;20,057;21,88;23,702
320;-0,3679;16,985;0,08052;13,386;14,171;14,658;14,925;15,349;15,645;16,096;16,985;17,943;18,487;18,869;19,455;19,849;20,623;22,05;12,427;13,476;14,525;15,689;16,985;18,432;20,052;21,874;23,696
321;-0,369;16,9809;0,08051;13,384;14,168;14,654;14,921;15,346;15,641;16,092;16,981;17,938;18,483;18,865;19,45;19,844;20,618;22,044;12,425;13,473;14,522;15,686;16,981;18,427;20,047;21,869;23,691
322;-0,37;16,9768;0,0805;13,382;14,165;14,651;14,918;15,342;15,638;16,088;16,977;17,934;18,478;18,86;19,445;19,839;20,613;22,039;12,423;13,471;14,519;15,682;16,977;18,422;20,042;21,864;23,685
323;-0,371;16,9727;0,08049;13,379;14,162;14,648;14,915;15,339;15,634;16,084;16,973;17,93;18,474;18,855;19,441;19,834;20,608;22,034;12,421;13,468;14,516;15,679;16,973;18,418;20,037;21,858;23,68
324;-0,372;16,9686;0,08048;13,377;14,159;14,645;14,912;15,335;15,63;16,081;16,969;17,925;18,469;18,85;19,436;19,829;20,603;22,028;12,419;13,466;14,513;15,675;16,969;18,413;20,032;21,853;23,674
325;-0,373;16,9644;0,08047;13,374;14,156;14,642;14,908;15,332;15,627;16,077;16,964;17,921;18,464;18,846;19,431;19,824;20,598;22,023;12,417;13,463;14,51;15,671;16,964;18,409;20,027;21,848;23,668
326;-0,374;16,9603;0,08046;13,372;14,153;14,639;14,905;15,328;15,623;16,073;16,96;17,916;18,46;18,841;19,426;19,819;20,593;22,018;12,415;13,461;14,507;15,668;16,96;18,404;20,022;21,842;23,663
327;-0,375;16,9562;0,08045;13,369;14,151;14,636;14,902;15,325;15,62;16,069;16,956;17,912;18,455;18,836;19,421;19,814;20,587;22,012;12,413;13,458;14,504;15,664;16,956;18,399;20,017;21,837;23,657
328;-0,376;16,9521;0,08044;13,367;14,148;14,633;14,899;15,321;15,616;16,066;16,952;17,907;18,451;18,831;19,416;19,809;20,582;22,007;12,411;13,456;14,501;15,661;16,952;18,395;20,012;21,832;23,652
329;-0,377;16,9479;0,08043;13,364;14,145;14,629;14,895;15,318;15,612;16,062;16,948;17,903;18,446;18,827;19,411;19,804;20,577;22,002;12,409;13,453;14,497;15,657;16,948;18,39;20,007;21,826;23,646
330;-0,378;16,9438;0,08042;13,361;14,142;14,626;14,892;15,314;15,609;16,058;16,944;17,898;18,441;18,822;19,406;19,799;20,572;21,996;12,407;13,451;14,494;15,653;16,944;18,386;20,002;21,821;23,64
331;-0,379;16,9397;0,08041;13,359;14,139;14,623;14,889;15,311;15,605;16,054;16,94;17,894;18,437;18,817;19,402;19,794;20,567;21,991;12,405;13,448;14,491;15,65;16,94;18,381;19,997;21,816;23,635
332;-0,38;16,9355;0,0804;13,356;14,136;14,62;14,885;15,307;15,602;16,05;16,936;17,889;18,432;18,812;19,397;19,789;20,562;21,986;12,403;13,445;14,488;15,646;16,936;18,376;19,992;21,81;23,629
333;-0,381;16,9314;0,08039;13,354;14,133;14,617;14,882;15,304;15,598;16,047;16,931;17,885;18,427;18,808;19,392;19,784;20,557;21,98;12,401;13,443;14,485;15,642;16,931;18,372;19,987;21,805;23,623
334;-0,382;16,9273;0,08038;13,351;14,13;14,614;14,879;15,301;15,594;16,043;16,927;17,881;18,423;18,803;19,387;19,78;20,552;21,975;12,398;13,44;14,482;15,639;16,927;18,367;19,982;21,8;23,618
335;-0,383;16,9231;0,08037;13,349;14,127;14,61;14,876;15,297;15,591;16,039;16,923;17,876;18,418;18,798;19,382;19,774;20,546;21,97;12,396;13,438;14,479;15,635;16,923;18,363;19,977;21,795;23,612
336;-0,3839;16,919;0,08036;13,346;14,124;14,607;14,872;15,294;15,587;16,035;16,919;17,872;18,414;18,794;19,377;19,769;20,541;21,964;12,394;13,435;14,476;15,632;16,919;18,358;19,972;21,789;23,606
337;-0,3849;16,9148;0,08035;13,344;14,121;14,604;14,869;15,29;15,584;16,031;16,915;17,867;18,409;18,789;19,372;19,764;20,536;21,959;12,392;13,432;14,473;15,628;16,915;18,353;19,967;21,784;23,601
338;-0,3859;16,9107;0,08034;13,341;14,118;14,601;14,866;15,287;15,58;16,028;16,911;17,863;18,404;18,784;19,367;19,759;20,531;21,954;12,39;13,43;14,47;15,624;16,911;18,349;19,962;21,778;23,595
339;-0,3869;16,9066;0,08033;13,339;14,116;14,598;14,862;15,283;15,576;16,024;16,907;17,858;18,4;18,779;19,362;19,755;20,526;21,948;12,388;13,427;14,467;15,621;16,907;18,344;19,957;21,773;23,59
340;-0,3878;16,9024;0,08032;13,336;14,113;14,595;14,859;15,28;15,573;16,02;16,902;17,854;18,395;18,775;19,357;19,749;20,52;21,943;12,386;13,425;14,463;15,617;16,902;18,339;19,952;21,768;23,584
341;-0,3888;16,8983;0,08031;13,334;14,11;14,591;14,856;15,276;15,569;16,016;16,898;17,849;18,39;18,77;19,353;19,745;20,515;21,937;12,384;13,422;14,46;15,613;16,898;18,335;19,947;21,762;23,578
342;-0,3898;16,8942;0,0803;13,331;14,107;14,588;14,853;15,273;15,566;16,013;16,894;17,845;18,386;18,765;19,348;19,74;20,51;21,932;12,382;13,42;14,457;15,61;16,894;18,33;19,942;21,757;23,573
343;-0,3907;16,89;0,08029;13,329;14,104;14,585;14,849;15,269;15,562;16,009;16,89;17,84;18,381;18,76;19,343;19,735;20,505;21,927;12,38;13,417;14,454;15,606;16,89;18,326;19,937;21,752;23,567
344;-0,3917;16,8859;0,08028;13,326;14,101;14,582;14,846;15,266;15,558;16,005;16,886;17,836;18,376;18,756;19,338;19,73;20,5;21,921;12,378;13,414;14,451;15,603;16,886;18,321;19,932;21,746;23,561
345;-0,3926;16,8817;0,08027;13,323;14,098;14,579;14,843;15,262;15,555;16,001;16,882;17,831;18,372;18,751;19,333;19,724;20,495;21,916;12,376;13,412;14,448;15,599;16,882;18,316;19,927;21,741;23,555
346;-0,3936;16,8776;0,08026;13,321;14,095;14,576;14,839;15,259;15,551;15,997;16,878;17,827;18,367;18,746;19,328;19,72;20,49;21,91;12,374;13,409;14,445;15,595;16,878;18,312;19,922;21,736;23,55
347;-0,3945;16,8735;0,08025;13,318;14,092;14,572;14,836;15,255;15,548;15,994;16,874;17,822;18,363;18,741;19,323;19,715;20,484;21,905;12,372;13,407;14,442;15,592;16,874;18,307;19,917;21,73;23,544
348;-0,3955;16,8693;0,08024;13,316;14,089;14,569;14,833;15,252;15,544;15,99;16,869;17,818;18,358;18,737;19,318;19,71;20,479;21,9;12,369;13,404;14,439;15,588;16,869;18,302;19,911;21,725;23,538
349;-0,3964;16,8652;0,08023;13,313;14,086;14,566;14,83;15,248;15,54;15,986;16,865;17,813;18,353;18,732;19,313;19,705;20,474;21,894;12,367;13,401;14,435;15,584;16,865;18,298;19,906;21,72;23,533
350;-0,3974;16,861;0,08022;13,311;14,083;14,563;14,826;15,245;15,537;15,982;16,861;17,809;18,349;18,727;19,308;19,699;20,469;21,889;12,365;13,399;14,432;15,581;16,861;18,293;19,901;21,714;23,527
351;-0,3983;16,8569;0,08022;13,308;14,08;14,559;14,823;15,241;15,533;15,978;16,857;17,805;18,344;18,723;19,304;19,695;20,464;21,884;12,363;13,396;14,429;15,577;16,857;18,289;19,897;21,709;23,522
352;-0,3993;16,8528;0,08021;13,305;14,077;14,556;14,819;15,238;15,529;15,974;16,853;17,8;18,34;18,718;19,299;19,69;20,459;21,879;12,361;13,393;14,426;15,573;16,853;18,284;19,892;21,704;23,517
353;-0,4002;16,8486;0,0802;13,303;14,074;14,553;14,816;15,234;15,526;15,971;16,849;17,796;18,335;18,713;19,294;19,685;20,454;21,873;12,359;13,391;14,423;15,57;16,849;18,28;19,887;21,699;23,511
354;-0,4011;16,8445;0,08019;13,3;14,071;14,55;14,813;15,231;15,522;15,967;16,845;17,791;18,33;18,708;19,289;19,68;20,449;21,868;12,357;13,388;14,42;15,566;16,844;18,275;19,882;21,693;23,505
355;-0,4021;16,8404;0,08018;13,298;14,068;14,547;14,81;15,227;15,519;15,963;16,84;17,787;18,326;18,704;19,284;19,675;20,444;21,863;12,354;13,386;14,417;15,563;16,84;18,27;19,877;21,688;23,5
356;-0,403;16,8363;0,08017;13,295;14,065;14,544;14,806;15,224;15,515;15,959;16,836;17,782;18,321;18,699;19,279;19,67;20,439;21,857;12,352;13,383;14,413;15,559;16,836;18,266;19,872;21,683;23,494
357;-0,4039;16,8321;0,08016;13,292;14,062;14,54;14,803;15,22;15,511;15,955;16,832;17,778;18,316;18,694;19,274;19,665;20,433;21,852;12,35;13,38;14,41;15,555;16,832;18,261;19,866;21,677;23,488
358;-0,4049;16,828;0,08015;13,29;14,059;14,537;14,8;15,217;15,508;15,952;16,828;17,773;18,312;18,689;19,27;19,66;20,428;21,847;12,348;13,378;14,407;15,552;16,828;18,257;19,861;21,672;23,482
359;-0,4058;16,8239;0,08014;13,287;14,056;14,534;14,796;15,213;15,504;15,948;16,824;17,769;18,307;18,685;19,265;19,655;20,423;21,841;12,346;13,375;14,404;15,548;16,824;18,252;19,856;21,667;23,477
360;-0,4067;16,8198;0,08013;13,285;14,054;14,531;14,793;15,21;15,501;15,944;16,82;17,765;18,303;18,68;19,26;19,65;20,418;21,836;12,344;13,373;14,401;15,544;16,82;18,247;19,851;21,661;23,471
361;-0,4076;16,8156;0,08012;13,282;14,051;14,528;14,79;15,206;15,497;15,94;16,816;17,76;18,298;18,675;19,255;19,645;20,413;21,83;12,342;13,37;14,398;15,541;16,816;18,243;19,846;21,656;23,465
362;-0,4085;16,8115;0,08011;13,28;14,048;14,525;14,787;15,203;15,493;15,937;16,812;17,756;18,293;18,67;19,25;19,64;20,408;21,825;12,34;13,367;14,395;15,537;16,812;18,238;19,841;21,65;23,459
363;-0,4095;16,8074;0,08011;13,277;14,044;14,521;14,783;15,199;15,49;15,933;16,807;17,751;18,289;18,666;19,245;19,635;20,403;21,82;12,337;13,364;14,391;15,533;16,807;18,234;19,837;21,646;23,455
364;-0,4104;16,8033;0,0801;13,274;14,041;14,518;14,78;15,196;15,486;15,929;16,803;17,747;18,284;18,661;19,241;19,631;20,398;21,815;12,335;13,362;14,388;15,53;16,803;18,229;19,832;21,64;23,449
365;-0,4113;16,7992;0,08009;13,272;14,039;14,515;14,777;15,192;15,482;15,925;16,799;17,742;18,28;18,657;19,236;19,626;20,393;21,81;12,333;13,359;14,385;15,526;16,799;18,225;19,827;21,635;23,444
366;-0,4122;16,7951;0,08008;13,269;14,036;14,512;14,773;15,189;15,479;15,921;16,795;17,738;18,275;18,652;19,231;19,621;20,388;21,804;12,331;13,357;14,382;15,523;16,795;18,22;19,822;21,63;23,438
367;-0,4131;16,7909;0,08007;13,267;14,033;14,509;14,77;15,185;15,475;15,918;16,791;17,733;18,27;18,647;19,226;19,616;20,382;21,799;12,329;13,354;14,379;15,519;16,791;18,215;19,817;21,624;23,432
368;-0,414;16,7868;0,08006;13,264;14,03;14,505;14,767;15,182;15,472;15,914;16,787;17,729;18,266;18,642;19,221;19,611;20,377;21,793;12,327;13,351;14,376;15,515;16,787;18,211;19,812;21,619;23,426
369;-0,4149;16,7827;0,08005;13,261;14,027;14,502;14,763;15,179;15,468;15,91;16,783;17,725;18,261;18,638;19,216;19,606;20,372;21,788;12,325;13,349;14,373;15,512;16,783;18,206;19,807;21,614;23,421
370;-0,4158;16,7786;0,08004;13,259;14,024;14,499;14,76;15,175;15,464;15,906;16,779;17,72;18,257;18,633;19,211;19,601;20,367;21,783;12,323;13,346;14,37;15,508;16,779;18,202;19,802;21,608;23,415
371;-0,4167;16,7745;0,08003;13,256;14,021;14,496;14,757;15,172;15,461;15,903;16,775;17,716;18,252;18,628;19,206;19,596;20,362;21,777;12,32;13,344;14,367;15,505;16,774;18,197;19,797;21,603;23,409
372;-0,4176;16,7704;0,08003;13,253;14,018;14,493;14,753;15,168;15,457;15,899;16,77;17,711;18,248;18,624;19,202;19,591;20,357;21,773;12,318;13,341;14,363;15,501;16,77;18,193;19,792;21,598;23,405
373;-0,4185;16,7663;0,08002;13,251;14,015;14,489;14,75;15,165;15,454;15,895;16,766;17,707;18,243;18,619;19,197;19,586;20,352;21,767;12,316;13,338;14,36;15,497;16,766;18,188;19,787;21,593;23,399
374;-0,4194;16,7622;0,08001;13,248;14,012;14,486;14,747;15,161;15,45;15,891;16,762;17,703;18,238;18,614;19,192;19,581;20,347;21,762;12,314;13,335;14,357;15,494;16,762;18,183;19,782;21,588;23,393
375;-0,4203;16,7582;0,08;13,246;14,009;14,483;14,744;15,158;15,447;15,887;16,758;17,698;18,234;18,61;19,187;19,576;20,342;21,757;12,312;13,333;14,354;15,49;16,758;18,179;19,777;21,582;23,388
376;-0,4211;16,7541;0,07999;13,243;14,006;14,48;14,74;15,154;15,443;15,884;16,754;17,694;18,229;18,605;19,183;19,571;20,337;21,751;12,31;13,33;14,351;15,487;16,754;18,174;19,772;21,577;23,382
377;-0,422;16,75;0,07998;13,241;14,003;14,477;14,737;15,151;15,439;15,88;16,75;17,689;18,225;18,6;19,178;19,566;20,331;21,746;12,307;13,328;14,348;15,483;16,75;18,17;19,767;21,572;23,376
378;-0,4229;16,7459;0,07997;13,238;14;14,474;14,734;15,147;15,436;15,876;16,746;17,685;18,22;18,596;19,173;19,561;20,326;21,74;12,305;13,325;14,345;15,479;16,746;18,165;19,762;21,566;23,37
379;-0,4238;16,7418;0,07996;13,236;13,997;14,471;14,731;15,144;15,432;15,872;16,742;17,681;18,215;18,591;19,168;19,556;20,321;21,735;12,303;13,322;14,342;15,476;16,742;18,161;19,757;21,561;23,365
380;-0,4247;16,7377;0,07996;13,233;13,994;14,467;14,727;15,14;15,428;15,869;16,738;17,676;18,211;18,586;19,163;19,552;20,317;21,73;12,301;13,32;14,338;15,472;16,738;18,156;19,752;21,556;23,36
381;-0,4255;16,7337;0,07995;13,23;13,991;14,464;14,724;15,137;15,425;15,865;16,734;17,672;18,207;18,582;19,159;19,547;20,312;21,725;12,299;13,317;14,335;15,468;16,734;18,152;19,747;21,551;23,354
382;-0,4264;16,7296;0,07994;13,228;13,988;14,461;14,721;15,133;15,421;15,861;16,73;17,668;18,202;18,577;19,154;19,542;20,306;21,72;12,296;13,314;14,332;15,465;16,73;18,147;19,742;21,546;23,349
383;-0,4273;16,7255;0,07993;13,225;13,985;14,458;14,717;15,13;15,418;15,857;16,726;17,663;18,197;18,572;19,149;19,537;20,301;21,714;12,294;13,312;14,329;15,461;16,726;18,143;19,737;21,54;23,343
384;-0,4282;16,7215;0,07992;13,223;13,982;14,455;14,714;15,127;15,414;15,854;16,722;17,659;18,193;18,568;19,144;19,532;20,296;21,709;12,292;13,309;14,326;15,458;16,722;18,138;19,733;21,535;23,337
385;-0,429;16,7174;0,07991;13,22;13,98;14,452;14,711;15,123;15,411;15,85;16,717;17,654;18,188;18,563;19,139;19,527;20,291;21,704;12,29;13,307;14,323;15,454;16,717;18,134;19,727;21,529;23,331
386;-0,4299;16,7134;0,0799;13,218;13,977;14,448;14,708;15,12;15,407;15,846;16,713;17,65;18,184;18,559;19,135;19,522;20,286;21,698;12,288;13,304;14,32;15,451;16,713;18,129;19,723;21,524;23,326
387;-0,4308;16,7093;0,0799;13,215;13,973;14,445;14,704;15,116;15,404;15,842;16,709;17,646;18,179;18,554;19,13;19,518;20,281;21,694;12,286;13,301;14,317;15,447;16,709;18,125;19,718;21,52;23,321
388;-0,4316;16,7053;0,07989;13,212;13,971;14,442;14,701;15,113;15,4;15,839;16,705;17,641;18,175;18,549;19,125;19,513;20,276;21,688;12,284;13,299;14,314;15,443;16,705;18,12;19,713;21,514;23,316
389;-0,4325;16,7012;0,07988;13,21;13,968;14,439;14,698;15,109;15,396;15,835;16,701;17,637;18,17;18,545;19,12;19,508;20,271;21,683;12,281;13,296;14,311;15,44;16,701;18,116;19,708;21,509;23,31
390;-0,4333;16,6972;0,07987;13,207;13,965;14,436;14,694;15,106;15,393;15,831;16,697;17,633;18,166;18,54;19,116;19,503;20,266;21,678;12,279;13,293;14,308;15,436;16,697;18,111;19,703;21,504;23,304
391;-0,4342;16,6932;0,07986;13,205;13,962;14,433;14,691;15,103;15,389;15,828;16,693;17,628;18,161;18,536;19,111;19,498;20,261;21,672;12,277;13,291;14,305;15,433;16,693;18,107;19,698;21,498;23,299
392;-0,435;16,6891;0,07985;13,202;13,959;14,43;14,688;15,099;15,386;15,824;16,689;17,624;18,157;18,531;19,106;19,493;20,256;21,667;12,275;13,288;14,301;15,429;16,689;18,102;19,693;21,493;23,293
393;-0,4359;16,6851;0,07984;13,199;13,956;14,426;14,685;15,096;15,382;15,82;16,685;17,62;18,152;18,526;19,101;19,488;20,251;21,662;12,273;13,286;14,298;15,426;16,685;18,098;19,688;21,488;23,287
394;-0,4367;16,6811;0,07984;13,197;13,953;14,423;14,681;15,092;15,379;15,816;16,681;17,615;18,148;18,522;19,097;19,484;20,246;21,657;12,271;13,283;14,295;15,422;16,681;18,093;19,684;21,483;23,283
395;-0,4376;16,6771;0,07983;13,194;13,95;14,42;14,678;15,089;15,375;15,813;16,677;17,611;18,143;18,517;19,092;19,479;20,241;21,652;12,269;13,28;14,292;15,419;16,677;18,089;19,679;21,478;23,277
396;-0,4384;16,6731;0,07982;13,192;13,947;14,417;14,675;15,085;15,372;15,809;16,673;17,607;18,139;18,513;19,087;19,474;20,236;21,646;12,266;13,278;14,289;15,415;16,673;18,084;19,674;21,473;23,271
397;-0,4393;16,6691;0,07981;13,189;13,944;14,414;14,672;15,082;15,368;15,805;16,669;17,602;18,134;18,508;19,082;19,469;20,231;21,641;12,264;13,275;14,286;15,411;16,669;18,08;19,669;21,467;23,266
398;-0,4401;16,6651;0,0798;13,187;13,941;14,411;14,669;15,079;15,365;15,802;16,665;17,598;18,13;18,503;19,078;19,464;20,226;21,636;12,262;13,273;14,283;15,408;16,665;18,075;19,664;21,462;23,26
399;-0,441;16,6611;0,0798;13,184;13,938;14,407;14,665;15,075;15,361;15,798;16,661;17,594;18,126;18,499;19,073;19,46;20,222;21,631;12,26;13,27;14,28;15,404;16,661;18,071;19,66;21,458;23,256
400;-0,4418;16,6571;0,07979;13,181;13,935;14,404;14,662;15,072;15,358;15,794;16,657;17,59;18,121;18,494;19,069;19,455;20,217;21,626;12,258;13,267;14,277;15,401;16,657;18,067;19,655;21,452;23,25
401;-0,4426;16,6531;0,07978;13,179;13,933;14,401;14,659;15,068;15,354;15,791;16,653;17,585;18,117;18,49;19,064;19,45;20,212;21,621;12,256;13,265;14,274;15,397;16,653;18,062;19,65;21,447;23,244
402;-0,4435;16,6491;0,07977;13,176;13,93;14,398;14,656;15,065;15,351;15,787;16,649;17,581;18,112;18,485;19,059;19,445;20,207;21,615;12,254;13,262;14,271;15,394;16,649;18,058;19,645;21,442;23,239
403;-0,4443;16,6451;0,07976;13,174;13,927;14,395;14,652;15,062;15,347;15,783;16,645;17,577;18,108;18,481;19,054;19,441;20,202;21,61;12,251;13,26;14,268;15,39;16,645;18,053;19,64;21,437;23,233
404;-0,4451;16,6412;0,07975;13,171;13,924;14,392;14,649;15,058;15,344;15,78;16,641;17,572;18,103;18,476;19,05;19,436;20,197;21,605;12,249;13,257;14,265;15,387;16,641;18,049;19,635;21,431;23,227
405;-0,446;16,6372;0,07975;13,168;13,921;14,389;14,646;15,055;15,34;15,776;16,637;17,568;18,099;18,472;19,045;19,431;20,192;21,6;12,247;13,254;14,261;15,383;16,637;18,045;19,631;21,427;23,223
406;-0,4468;16,6332;0,07974;13,166;13,918;14,386;14,643;15,051;15,337;15,772;16,633;17,564;18,095;18,467;19,04;19,426;20,187;21,595;12,245;13,252;14,258;15,38;16,633;18,04;19,626;21,422;23,217
407;-0,4476;16,6293;0,07973;13,163;13,915;14,383;14,64;15,048;15,333;15,769;16,629;17,56;18,09;18,463;19,036;19,422;20,182;21,59;12,243;13,249;14,255;15,376;16,629;18,036;19,621;21,416;23,212
408;-0,4484;16,6253;0,07972;13,161;13,912;14,38;14,636;15,045;15,33;15,765;16,625;17,555;18,086;18,458;19,031;19,417;20,177;21,585;12,241;13,247;14,252;15,373;16,625;18,031;19,616;21,411;23,206
409;-0,4493;16,6214;0,07971;13,159;13,91;14,377;14,633;15,042;15,326;15,761;16,621;17,551;18,081;18,454;19,026;19,412;20,172;21,579;12,239;13,244;14,249;15,369;16,621;18,027;19,611;21,406;23,201
410;-0,4501;16,6175;0,07971;13,156;13,906;14,373;14,63;15,038;15,323;15,758;16,618;17,547;18,077;18,449;19,022;19,408;20,168;21,575;12,236;13,241;14,246;15,366;16,618;18,023;19,607;21,401;23,196
411;-0,4509;16,6135;0,0797;13,153;13,904;14,37;14,627;15,035;15,319;15,754;16,614;17,543;18,073;18,445;19,017;19,403;20,163;21,57;12,234;13,239;14,243;15,362;16,614;18,018;19,602;21,396;23,19
412;-0,4517;16,6096;0,07969;13,151;13,901;14,367;14,624;15,031;15,316;15,751;16,61;17,538;18,068;18,44;19,013;19,398;20,158;21,564;12,232;13,236;14,24;15,359;16,61;18,014;19,597;21,391;23,185
413;-0,4525;16,6057;0,07968;13,148;13,898;14,364;14,62;15,028;15,312;15,747;16,606;17,534;18,064;18,436;19,008;19,393;20,153;21,559;12,23;13,234;14,237;15,355;16,606;18,009;19,592;21,386;23,179
414;-0,4533;16,6018;0,07967;13,146;13,895;14,361;14,617;15,025;15,309;15,743;16,602;17,53;18,059;18,431;19,003;19,389;20,148;21,554;12,228;13,231;14,234;15,352;16,602;18,005;19,588;21,381;23,174
415;-0,4541;16,5979;0,07966;13,143;13,892;14,358;14,614;15,022;15,306;15,74;16,598;17,526;18,055;18,427;18,999;19,384;20,143;21,549;12,226;13,229;14,231;15,349;16,598;18,001;19,583;21,375;23,168
416;-0,455;16,594;0,07966;13,141;13,889;14,355;14,611;15,018;15,302;15,736;16,594;17,522;18,051;18,423;18,994;19,38;20,139;21,544;12,224;13,226;14,228;15,345;16,594;17,997;19,578;21,371;23,164
417;-0,4558;16,5901;0,07965;13,138;13,887;14,352;14,608;15,015;15,299;15,733;16,59;17,517;18,046;18,418;18,99;19,375;20,134;21,539;12,222;13,223;14,225;15,342;16,59;17,992;19,574;21,366;23,158
418;-0,4566;16,5862;0,07964;13,136;13,884;14,349;14,605;15,011;15,295;15,729;16,586;17,513;18,042;18,414;18,985;19,37;20,129;21,534;12,22;13,221;14,222;15,338;16,586;17,988;19,569;21,361;23,153
419;-0,4574;16,5823;0,07963;13,133;13,881;14,346;14,602;15,008;15,292;15,725;16,582;17,509;18,038;18,409;18,98;19,365;20,124;21,529;12,218;13,219;14,219;15,335;16,582;17,983;19,564;21,356;23,147
420;-0,4582;16,5784;0,07963;13,13;13,878;14,343;14,598;15,005;15,288;15,722;16,578;17,505;18,034;18,405;18,976;19,361;20,119;21,524;12,215;13,216;14,216;15,331;16,578;17,979;19,56;21,351;23,143
421;-0,459;16,5745;0,07962;13,128;13,875;14,34;14,595;15,001;15,285;15,718;16,575;17,501;18,029;18,4;18,971;19,356;20,114;21,519;12,213;13,213;14,213;15,328;16,574;17,975;19,555;21,346;23,137
422;-0,4598;16,5707;0,07961;13,126;13,872;14,337;14,592;14,998;15,282;15,715;16,571;17,497;18,025;18,396;18,967;19,351;20,11;21,514;12,211;13,211;14,21;15,324;16,571;17,971;19,55;21,341;23,132
423;-0,4606;16,5668;0,0796;13,123;13,87;14,334;14,589;14,995;15,278;15,711;16,567;17,492;18,02;18,391;18,962;19,347;20,105;21,509;12,209;13,208;14,207;15,321;16,567;17,966;19,545;21,336;23,126
