Days;L;M;S;P01;P1;P3;P5;P10;P15;P25;P50;P75;P85;P90;P95;P97;P99;P999;SD4neg;SD3neg;SD2neg;SD1neg;SD0;SD1;SD2;SD3;SD4
995;-0,5684;15,4641;0,08463;12,118;12,831;13,278;13,525;13,919;14,195;14,619;15,464;16,388;16,92;17,296;17,877;18,272;19,055;20,525;11,242;12,199;13,157;14,237;15,464;16,865;18,476;20,342;22,209
996;-0,5684;15,4633;0,08463;12,117;12,831;13,278;13,524;13,919;14,195;14,619;15,463;16,387;16,919;17,295;17,877;18,271;19,054;20,524;11,241;12,198;13,156;14,237;15,463;16,864;18,475;20,341;22,207
997;-0,5684;15,4626;0,08464;12,117;12,83;13,277;13,524;13,918;14,194;14,618;15,463;16,387;16,919;17,294;17,876;18,27;19,053;20,524;11,24;12,198;13,155;14,236;15,463;16,864;18,475;20,341;22,207
998;-0,5684;15,4619;0,08464;12,116;12,829;13,276;13,523;13,917;14,193;14,617;15,462;16,386;16,918;17,294;17,875;18,27;19,052;20,523;11,24;12,197;13,154;14,235;15,462;16,863;18,474;20,34;22,206
999;-0,5684;15,4611;0,08465;12,115;12,828;13,275;13,522;13,916;14,192;14,616;15,461;16,385;16,917;17,293;17,875;18,269;19,052;20,523;11,239;12,196;13,153;14,234;15,461;16,862;18,473;20,34;22,206
1000;-0,5684;15,4604;0,08465;12,115;12,828;13,275;13,521;13,916;14,192;14,616;15,46;16,384;16,916;17,292;17,874;18,268;19,051;20,522;11,238;12,196;13,153;14,234;15,46;16,862;18,473;20,339;22,205
1001;-0,5684;15,4597;0,08465;12,114;12,827;13,274;13,521;13,915;14,191;14,615;15,46;16,384;16,916;17,291;17,873;18,267;19,05;20,521;11,238;12,195;13,152;14,233;15,46;16,861;18,472;20,338;22,204
1002;-0,5684;15,4589;0,08466;12,113;12,826;13,273;13,52;13,914;14,19;14,614;15,459;16,383;16,915;17,291;17,872;18,267;19,05;20,521;11,237;12,194;13,151;14,232;15,459;16,86;18,471;20,338;22,204
1003;-0,5684;15,4582;0,08466;12,112;12,826;13,273;13,519;13,913;14,19;14,613;15,458;16,382;16,914;17,29;17,872;18,266;19,049;20,52;11,236;12,193;13,151;14,231;15,458;16,859;18,47;20,337;22,203
1004;-0,5684;15,4575;0,08467;12,112;12,825;13,272;13,519;13,913;14,189;14,613;15,458;16,381;16,914;17,289;17,871;18,266;19,049;20,519;11,235;12,193;13,15;14,231;15,458;16,859;18,47;20,337;22,203
1005;-0,5684;15,4568;0,08467;12,111;12,824;13,271;13,518;13,912;14,188;14,612;15,457;16,381;16,913;17,289;17,87;18,265;19,048;20,519;11,235;12,192;13,149;14,23;15,457;16,858;18,469;20,336;22,202
1006;-0,5684;15,456;0,08468;12,11;12,823;13,27;13,517;13,911;14,187;14,611;15,456;16,38;16,912;17,288;17,87;18,264;19,047;20,518;11,234;12,191;13,148;14,229;15,456;16,857;18,469;20,335;22,202
1007;-0,5684;15,4553;0,08468;12,11;12,823;13,27;13,516;13,911;14,187;14,611;15,455;16,379;16,911;17,287;17,869;18,263;19,046;20,517;11,233;12,191;13,148;14,228;15,455;16,857;18,468;20,334;22,201
1008;-0,5684;15,4546;0,08469;12,109;12,822;13,269;13,516;13,91;14,186;14,61;15,455;16,379;16,911;17,287;17,868;18,263;19,046;20,517;11,232;12,19;13,147;14,228;15,455;16,856;18,467;20,334;22,201
1009;-0,5684;15,4539;0,08469;12,108;12,821;13,268;13,515;13,909;14,185;14,609;15,454;16,378;16,91;17,286;17,868;18,262;19,045;20,516;11,232;12,189;13,146;14,227;15,454;16,855;18,467;20,333;22,2
1010;-0,5684;15,4531;0,0847;12,107;12,82;13,267;13,514;13,908;14,184;14,608;15,453;16,377;16,909;17,285;17,867;18,261;19,045;20,516;11,231;12,188;13,145;14,226;15,453;16,854;18,466;20,333;22,2
1011;-0,5684;15,4524;0,0847;12,107;12,82;13,267;13,513;13,908;14,184;14,608;15,452;16,376;16,908;17,284;17,866;18,261;19,044;20,515;11,23;12,188;13,145;14,226;15,452;16,854;18,465;20,332;22,199
1012;-0,5684;15,4517;0,08471;12,106;12,819;13,266;13,513;13,907;14,183;14,607;15,452;16,376;16,908;17,284;17,866;18,26;19,043;20,515;11,229;12,187;13,144;14,225;15,452;16,853;18,465;20,332;22,199
1013;-0,5684;15,451;0,08471;12,105;12,818;13,265;13,512;13,906;14,182;14,606;15,451;16,375;16,907;17,283;17,865;18,259;19,043;20,514;11,229;12,186;13,143;14,224;15,451;16,852;18,464;20,331;22,198
1014;-0,5684;15,4503;0,08472;12,104;12,818;13,265;13,511;13,905;14,182;14,605;15,45;16,374;16,907;17,283;17,864;18,259;19,042;20,514;11,228;12,185;13,143;14,223;15,45;16,852;18,463;20,331;22,198
1015;-0,5684;15,4495;0,08472;12,104;12,817;13,264;13,511;13,905;14,181;14,605;15,45;16,374;16,906;17,282;17,863;18,258;19,041;20,513;11,227;12,185;13,142;14,223;15,45;16,851;18,462;20,33;22,197
1016;-0,5684;15,4488;0,08473;12,103;12,816;13,263;13,51;13,904;14,18;14,604;15,449;16,373;16,905;17,281;17,863;18,258;19,041;20,512;11,227;12,184;13,141;14,222;15,449;16,85;18,462;20,329;22,197
1017;-0,5684;15,4481;0,08473;12,102;12,816;13,262;13,509;13,903;14,179;14,603;15,448;16,372;16,904;17,28;17,862;18,257;19,04;20,511;11,226;12,183;13,14;14,221;15,448;16,85;18,461;20,329;22,196
1018;-0,5684;15,4474;0,08474;12,101;12,815;13,262;13,508;13,902;14,179;14,603;15,447;16,372;16,904;17,28;17,862;18,256;19,04;20,511;11,225;12,182;13,14;14,22;15,447;16,849;18,461;20,328;22,196
1019;-0,5684;15,4467;0,08474;12,101;12,814;13,261;13,508;13,902;14,178;14,602;15,447;16,371;16,903;17,279;17,861;18,255;19,039;20,51;11,225;12,182;13,139;14,22;15,447;16,848;18,46;20,327;22,195
1020;-0,5684;15,446;0,08475;12,1;12,813;13,26;13,507;13,901;14,177;14,601;15,446;16,37;16,902;17,278;17,86;18,255;19,038;20,51;11,224;12,181;13,138;14,219;15,446;16,848;18,46;20,327;22,195
1021;-0,5684;15,4453;0,08476;12,099;12,812;13,259;13,506;13,9;14,176;14,6;15,445;16,37;16,902;17,278;17,86;18,254;19,038;20,51;11,223;12,18;13,137;14,218;15,445;16,847;18,459;20,327;22,195
1022;-0,5684;15,4446;0,08476;12,099;12,812;13,259;13,505;13,9;14,176;14,6;15,445;16,369;16,901;17,277;17,859;18,254;19,037;20,509;11,222;12,18;13,137;14,218;15,445;16,846;18,458;20,326;22,194
1023;-0,5684;15,4439;0,08477;12,098;12,811;13,258;13,505;13,899;14,175;14,599;15,444;16,368;16,9;17,277;17,859;18,253;19,037;20,509;11,221;12,179;13,136;14,217;15,444;16,846;18,458;20,326;22,194
1024;-0,5684;15,4432;0,08477;12,097;12,81;13,257;13,504;13,898;14,174;14,598;15,443;16,367;16,9;17,276;17,858;18,252;19,036;20,508;11,221;12,178;13,135;14,216;15,443;16,845;18,457;20,325;22,193
1025;-0,5684;15,4425;0,08478;12,096;12,81;13,256;13,503;13,897;14,174;14,597;15,443;16,367;16,899;17,275;17,857;18,252;19,036;20,508;11,22;12,177;13,135;14,215;15,442;16,844;18,457;20,325;22,193
1026;-0,5684;15,4418;0,08478;12,096;12,809;13,256;13,503;13,897;14,173;14,597;15,442;16,366;16,898;17,274;17,856;18,251;19,035;20,507;11,219;12,177;13,134;14,215;15,442;16,844;18,456;20,324;22,192
1027;-0,5684;15,4411;0,08479;12,095;12,808;13,255;13,502;13,896;14,172;14,596;15,441;16,365;16,898;17,274;17,856;18,251;19,034;20,507;11,219;12,176;13,133;14,214;15,441;16,843;18,455;20,324;22,192
1028;-0,5684;15,4404;0,0848;12,094;12,807;13,254;13,501;13,895;14,171;14,595;15,44;16,365;16,897;17,273;17,855;18,25;19,034;20,506;11,218;12,175;13,132;14,213;15,44;16,842;18,455;20,323;22,192
1029;-0,5684;15,4397;0,0848;12,093;12,807;13,254;13,5;13,894;14,171;14,595;15,44;16,364;16,896;17,273;17,855;18,249;19,033;20,506;11,217;12,174;13,132;14,213;15,44;16,842;18,454;20,322;22,191
1030;-0,5684;15,439;0,08481;12,093;12,806;13,253;13,499;13,894;14,17;14,594;15,439;16,363;16,896;17,272;17,854;18,249;19,033;20,505;11,216;12,174;13,131;14,212;15,439;16,841;18,454;20,322;22,191
1031;-0,5684;15,4383;0,08482;12,092;12,805;13,252;13,499;13,893;14,169;14,593;15,438;16,363;16,895;17,271;17,854;18,248;19,032;20,505;11,215;12,173;13,13;14,211;15,438;16,84;18,453;20,322;22,191
1032;-0,5684;15,4376;0,08482;12,091;12,804;13,251;13,498;13,892;14,169;14,592;15,438;16,362;16,895;17,271;17,853;18,248;19,032;20,504;11,215;12,172;13,129;14,21;15,438;16,84;18,452;20,321;22,19
1033;-0,5684;15,4369;0,08483;12,09;12,804;13,251;13,497;13,891;14,168;14,592;15,437;16,361;16,894;17,27;17,852;18,247;19,031;20,504;11,214;12,171;13,129;14,21;15,437;16,839;18,452;20,321;22,19
1034;-0,5684;15,4362;0,08483;12,09;12,803;13,25;13,497;13,891;14,167;14,591;15,436;16,361;16,893;17,269;17,852;18,246;19,03;20,503;11,213;12,171;13,128;14,209;15,436;16,838;18,451;20,32;22,189
1035;-0,5684;15,4355;0,08484;12,089;12,802;13,249;13,496;13,89;14,166;14,59;15,436;16,36;16,893;17,269;17,851;18,246;19,03;20,503;11,212;12,17;13,127;14,208;15,436;16,838;18,451;20,32;22,189
1036;-0,5684;15,4349;0,08485;12,088;12,801;13,248;13,495;13,889;14,166;14,59;15,435;16,36;16,892;17,268;17,851;18,246;19,03;20,503;11,212;12,169;13,126;14,207;15,435;16,837;18,45;20,32;22,189
1037;-0,5684;15,4342;0,08485;12,087;12,801;13,248;13,494;13,889;14,165;14,589;15,434;16,359;16,891;17,268;17,85;18,245;19,029;20,502;11,211;12,168;13,126;14,207;15,434;16,837;18,45;20,319;22,188
1038;-0,5684;15,4335;0,08486;12,087;12,8;13,247;13,494;13,888;14,164;14,588;15,434;16,358;16,891;17,267;17,849;18,244;19,028;20,502;11,21;12,168;13,125;14,206;15,434;16,836;18,449;20,319;22,188
1039;-0,5684;15,4328;0,08487;12,086;12,799;13,246;13,493;13,887;14,163;14,587;15,433;16,358;16,89;17,266;17,849;18,244;19,028;20,502;11,209;12,167;13,124;14,205;15,433;16,835;18,449;20,318;22,188
1040;-0,5684;15,4321;0,08487;12,085;12,798;13,245;13,492;13,886;14,163;14,587;15,432;16,357;16,889;17,266;17,848;18,243;19,027;20,501;11,209;12,166;13,124;14,205;15,432;16,835;18,448;20,317;22,187
1041;-0,5684;15,4315;0,08488;12,084;12,798;13,245;13,491;13,886;14,162;14,586;15,432;16,356;16,889;17,265;17,848;18,243;19,027;20,501;11,208;12,165;13,123;14,204;15,432;16,834;18,448;20,317;22,187
1042;-0,5684;15,4308;0,08489;12,084;12,797;13,244;13,491;13,885;14,161;14,585;15,431;16,356;16,888;17,265;17,847;18,242;19,027;20,5;11,207;12,165;13,122;14,203;15,431;16,834;18,447;20,317;22,187
1043;-0,5684;15,4301;0,08489;12,083;12,796;13,243;13,49;13,884;14,161;14,585;15,43;16,355;16,888;17,264;17,846;18,241;19,026;20,499;11,207;12,164;13,121;14,202;15,43;16,833;18,446;20,316;22,186
1044;-0,5684;15,4294;0,0849;12,082;12,795;13,242;13,489;13,884;14,16;14,584;15,429;16,354;16,887;17,263;17,846;18,241;19,025;20,499;11,206;12,163;13,121;14,202;15,429;16,832;18,446;20,316;22,186
1045;-0,5684;15,4288;0,08491;12,081;12,795;13,242;13,489;13,883;14,159;14,583;15,429;16,354;16,887;17,263;17,846;18,241;19,025;20,499;11,205;12,162;13,12;14,201;15,429;16,832;18,446;20,316;22,186
1046;-0,5684;15,4281;0,08492;12,08;12,794;13,241;13,488;13,882;14,158;14,583;15,428;16,353;16,886;17,262;17,845;18,24;19,025;20,499;11,204;12,161;13,119;14,2;15,428;16,831;18,445;20,316;22,186
1047;-0,5684;15,4274;0,08492;12,08;12,793;13,24;13,487;13,881;14,158;14,582;15,427;16,352;16,885;17,262;17,844;18,239;19,024;20,498;11,203;12,161;13,118;14,2;15,427;16,83;18,444;20,315;22,185
1048;-0,5684;15,4268;0,08493;12,079;12,792;13,24;13,486;13,881;14,157;14,581;15,427;16,352;16,885;17,261;17,844;18,239;19,024;20,498;11,203;12,16;13,118;14,199;15,427;16,83;18,444;20,315;22,186
1049;-0,5684;15,4261;0,08494;12,078;12,792;13,239;13,486;13,88;14,156;14,58;15,426;16,351;16,884;17,261;17,843;18,239;19,023;20,498;11,202;12,159;13,117;14,198;15,426;16,829;18,444;20,315;22,186
1050;-0,5684;15,4254;0,08494;12,078;12,791;13,238;13,485;13,879;14,156;14,58;15,425;16,351;16,883;17,26;17,843;18,238;19,022;20,497;11,201;12,159;13,116;14,197;15,425;16,829;18,443;20,314;22,185
1051;-0,5684;15,4248;0,08495;12,077;12,79;13,237;13,484;13,879;14,155;14,579;15,425;16,35;16,883;17,259;17,842;18,237;19,022;20,497;11,2;12,158;13,115;14,197;15,425;16,828;18,442;20,314;22,185
1052;-0,5684;15,4241;0,08496;12,076;12,789;13,237;13,483;13,878;14,154;14,578;15,424;16,349;16,882;17,259;17,842;18,237;19,022;20,497;11,199;12,157;13,115;14,196;15,424;16,827;18,442;20,313;22,185
1053;-0,5684;15,4234;0,08497;12,075;12,789;13,236;13,483;13,877;14,153;14,578;15,423;16,349;16,882;17,258;17,841;18,237;19,021;20,497;11,199;12,156;13,114;14,195;15,423;16,827;18,441;20,313;22,185
1054;-0,5684;15,4228;0,08497;12,075;12,788;13,235;13,482;13,876;14,153;14,577;15,423;16,348;16,881;17,258;17,841;18,236;19,021;20,496;11,198;12,156;13,113;14,195;15,423;16,826;18,441;20,312;22,184
1055;-0,5684;15,4221;0,08498;12,074;12,787;13,234;13,481;13,876;14,152;14,576;15,422;16,347;16,88;17,257;17,84;18,235;19,02;20,496;11,197;12,155;13,112;14,194;15,422;16,826;18,44;20,312;22,184
1056;-0,5684;15,4215;0,08499;12,073;12,786;13,234;13,48;13,875;14,151;14,576;15,422;16,347;16,88;17,257;17,84;18,235;19,02;20,495;11,196;12,154;13,112;14,193;15,422;16,825;18,44;20,312;22,184
1057;-0,5684;15,4208;0,085;12,072;12,786;13,233;13,48;13,874;14,151;14,575;15,421;16,346;16,879;17,256;17,839;18,235;19,02;20,495;11,195;12,153;13,111;14,192;15,421;16,825;18,44;20,312;22,184
1058;-0,5684;15,4202;0,08501;12,071;12,785;13,232;13,479;13,873;14,15;14,574;15,42;16,346;16,879;17,256;17,839;18,234;19,02;20,495;11,195;12,152;13,11;14,192;15,42;16,824;18,439;20,312;22,184
1059;-0,5684;15,4195;0,08501;12,071;12,784;13,231;13,478;13,873;14,149;14,574;15,42;16,345;16,878;17,255;17,838;18,233;19,019;20,494;11,194;12,152;13,109;14,191;15,42;16,823;18,438;20,311;22,183
1060;-0,5684;15,4189;0,08502;12,07;12,784;13,231;13,478;13,872;14,149;14,573;15,419;16,345;16,878;17,254;17,838;18,233;19,018;20,494;11,193;12,151;13,109;14,19;15,419;16,823;18,438;20,311;22,183
1061;-0,5684;15,4182;0,08503;12,069;12,783;13,23;13,477;13,871;14,148;14,572;15,418;16,344;16,877;17,254;17,837;18,233;19,018;20,494;11,192;12,15;13,108;14,19;15,418;16,822;18,438;20,311;22,183
1062;-0,5684;15,4176;0,08504;12,068;12,782;13,229;13,476;13,871;14,147;14,571;15,418;16,343;16,877;17,253;17,837;18,232;19,018;20,494;11,192;12,149;13,107;14,189;15,418;16,822;18,437;20,31;22,183
1063;-0,5684;15,4169;0,08505;12,067;12,781;13,228;13,475;13,87;14,146;14,571;15,417;16,343;16,876;17,253;17,836;18,232;19,017;20,494;11,191;12,148;13,106;14,188;15,417;16,821;18,437;20,31;22,183
1064;-0,5684;15,4163;0,08505;12,067;12,781;13,228;13,475;13,869;14,146;14,57;15,416;16,342;16,875;17,252;17,836;18,231;19,017;20,493;11,19;12,148;13,106;14,188;15,416;16,821;18,436;20,309;22,183
1065;-0,5684;15,4157;0,08506;12,066;12,78;13,227;13,474;13,869;14,145;14,569;15,416;16,342;16,875;17,252;17,835;18,231;19,016;20,493;11,189;12,147;13,105;14,187;15,416;16,82;18,436;20,309;22,183
1066;-0,5684;15,415;0,08507;12,065;12,779;13,226;13,473;13,868;14,144;14,569;15,415;16,341;16,874;17,251;17,835;18,23;19,016;20,493;11,188;12,146;13,104;14,186;15,415;16,819;18,436;20,309;22,183
1067;-0,5684;15,4144;0,08508;12,065;12,778;13,226;13,472;13,867;14,144;14,568;15,414;16,34;16,874;17,251;17,834;18,23;19,016;20,493;11,188;12,146;13,103;14,185;15,414;16,819;18,435;20,309;22,183
1068;-0,5684;15,4137;0,08509;12,064;12,777;13,225;13,472;13,866;14,143;14,567;15,414;16,34;16,873;17,25;17,834;18,23;19,016;20,493;11,187;12,145;13,103;14,185;15,414;16,818;18,435;20,309;22,183
1069;-0,5684;15,4131;0,0851;12,063;12,777;13,224;13,471;13,866;14,142;14,567;15,413;16,339;16,873;17,25;17,833;18,229;19,015;20,493;11,186;12,144;13,102;14,184;15,413;16,818;18,434;20,309;22,183
1070;-0,5684;15,4125;0,0851;12,062;12,776;13,223;13,47;13,865;14,142;14,566;15,413;16,339;16,872;17,249;17,833;18,229;19,015;20,492;11,185;12,143;13,101;14,183;15,412;16,817;18,434;20,308;22,182
1071;-0,5684;15,4119;0,08511;12,062;12,775;13,223;13,47;13,864;14,141;14,565;15,412;16,338;16,872;17,249;17,832;18,228;19,014;20,492;11,185;12,143;13,101;14,183;15,412;16,817;18,433;20,308;22,182
1072;-0,5684;15,4112;0,08512;12,061;12,774;13,222;13,469;13,863;14,14;14,565;15,411;16,338;16,871;17,248;17,832;18,228;19,014;20,491;11,184;12,142;13,1;14,182;15,411;16,816;18,433;20,308;22,182
1073;-0,5684;15,4106;0,08513;12,06;12,774;13,221;13,468;13,863;14,139;14,564;15,411;16,337;16,871;17,248;17,832;18,227;19,014;20,491;11,183;12,141;13,099;14,181;15,411;16,816;18,433;20,308;22,183
1074;-0,5684;15,41;0,08514;12,059;12,773;13,22;13,467;13,862;14,139;14,563;15,41;16,336;16,87;17,247;17,831;18,227;19,013;20,491;11,182;12,14;13,098;14,181;15,41;16,815;18,432;20,308;22,183
1075;-0,5684;15,4093;0,08515;12,058;12,772;13,22;13,467;13,861;14,138;14,563;15,409;16,336;16,87;17,247;17,831;18,227;19,013;20,491;11,181;12,139;13,097;14,18;15,409;16,815;18,432;20,307;22,183
1076;-0,5684;15,4087;0,08516;12,057;12,771;13,219;13,466;13,861;14,137;14,562;15,409;16,335;16,869;17,246;17,83;18,226;19,013;20,491;11,18;12,138;13,097;14,179;15,409;16,814;18,432;20,307;22,183
1077;-0,5684;15,4081;0,08517;12,057;12,771;13,218;13,465;13,86;14,137;14,561;15,408;16,335;16,869;17,246;17,83;18,226;19,013;20,491;11,179;12,138;13,096;14,178;15,408;16,814;18,431;20,307;22,183
1078;-0,5684;15,4075;0,08517;12,056;12,77;13,218;13,465;13,859;14,136;14,561;15,408;16,334;16,868;17,245;17,829;18,225;19,012;20,49;11,179;12,137;13,095;14,178;15,408;16,813;18,431;20,306;22,182
1079;-0,5684;15,4069;0,08518;12,055;12,769;13,217;13,464;13,859;14,135;14,56;15,407;16,334;16,868;17,245;17,829;18,225;19,012;20,49;11,178;12,136;13,095;14,177;15,407;16,813;18,43;20,306;22,182
1080;-0,5684;15,4063;0,08519;12,055;12,769;13,216;13,463;13,858;14,135;14,559;15,406;16,333;16,867;17,244;17,828;18,225;19,011;20,49;11,177;12,136;13,094;14,176;15,406;16,812;18,43;20,306;22,182
1081;-0,5684;15,4056;0,0852;12,054;12,768;13,215;13,462;13,857;14,134;14,559;15,406;16,333;16,866;17,244;17,828;18,224;19,011;20,49;11,176;12,135;13,093;14,176;15,406;16,812;18,43;20,306;22,182
1082;-0,5684;15,405;0,08521;12,053;12,767;13,214;13,462;13,856;14,133;14,558;15,405;16,332;16,866;17,243;17,828;18,224;19,011;20,49;11,176;12,134;13,092;14,175;15,405;16,811;18,429;20,306;22,183
1083;-0,5684;15,4044;0,08522;12,052;12,766;13,214;13,461;13,856;14,132;14,557;15,404;16,331;16,866;17,243;17,827;18,223;19,011;20,49;11,175;12,133;13,092;14,174;15,404;16,811;18,429;20,306;22,183
1084;-0,5684;15,4038;0,08523;12,051;12,765;13,213;13,46;13,855;14,132;14,557;15,404;16,331;16,865;17,243;17,827;18,223;19,01;20,49;11,174;12,132;13,091;14,174;15,404;16,81;18,429;20,306;22,183
1085;-0,5684;15,4032;0,08524;12,051;12,765;13,212;13,459;13,854;14,131;14,556;15,403;16,33;16,865;17,242;17,826;18,223;19,01;20,49;11,173;12,132;13,09;14,173;15,403;16,81;18,428;20,306;22,183
1086;-0,5684;15,4026;0,08525;12,05;12,764;13,212;13,459;13,854;14,13;14,555;15,403;16,33;16,864;17,242;17,826;18,222;19,01;20,49;11,172;12,131;13,089;14,172;15,403;16,809;18,428;20,306;22,183
1087;-0,5684;15,402;0,08526;12,049;12,763;13,211;13,458;13,853;14,13;14,555;15,402;16,329;16,864;17,241;17,826;18,222;19,01;20,49;11,171;12,13;13,089;14,172;15,402;16,809;18,428;20,306;22,183
1088;-0,5684;15,4014;0,08527;12,048;12,762;13,21;13,457;13,852;14,129;14,554;15,401;16,329;16,863;17,241;17,825;18,222;19,009;20,49;11,171;12,129;13,088;14,171;15,401;16,808;18,427;20,305;22,184
1089;-0,5684;15,4008;0,08528;12,047;12,762;13,209;13,456;13,851;14,128;14,553;15,401;16,328;16,863;17,24;17,825;18,221;19,009;20,49;11,17;12,128;13,087;14,17;15,401;16,808;18,427;20,305;22,184
1090;-0,5684;15,4002;0,08529;12,047;12,761;13,209;13,456;13,851;14,128;14,553;15,4;16,328;16,862;17,24;17,825;18,221;19,009;20,49;11,169;12,128;13,086;14,17;15,4;16,807;18,427;20,305;22,184
1091;-0,5684;15,3996;0,0853;12,046;12,76;13,208;13,455;13,85;14,127;14,552;15,4;16,327;16,862;17,239;17,824;18,221;19,009;20,489;11,168;12,127;13,086;14,169;15,4;16,807;18,427;20,305;22,184
1092;-0,5684;15,399;0,08531;12,045;12,759;13,207;13,454;13,849;14,126;14,551;15,399;16,327;16,861;17,239;17,824;18,22;19,008;20,489;11,167;12,126;13,085;14,168;15,399;16,806;18,426;20,305;22,184
1093;-0,5684;15,3984;0,08532;12,044;12,759;13,206;13,454;13,849;14,126;14,551;15,398;16,326;16,861;17,239;17,823;18,22;19,008;20,489;11,166;12,125;13,084;14,167;15,398;16,806;18,426;20,305;22,184
1094;-0,5684;15,3978;0,08533;12,043;12,758;13,206;13,453;13,848;14,125;14,55;15,398;16,326;16,86;17,238;17,823;18,22;19,008;20,489;11,166;12,125;13,083;14,167;15,398;16,805;18,426;20,305;22,184
1095;-0,5684;15,3972;0,08534;12,043;12,757;13,205;13,452;13,847;14,124;14,549;15,397;16,325;16,86;17,238;17,823;18,22;19,008;20,489;11,165;12,124;13,083;14,166;15,397;16,805;18,425;20,305;22,185
1096;-0,5684;15,3966;0,08535;12,042;12,756;13,204;13,451;13,846;14,123;14,549;15,397;16,325;16,859;17,237;17,822;18,219;19,007;20,489;11,164;12,123;13,082;14,165;15,397;16,804;18,425;20,305;22,185
1097;-0,5684;15,396;0,08536;12,041;12,755;13,203;13,451;13,846;14,123;14,548;15,396;16,324;16,859;17,237;17,822;18,219;19,007;20,489;11,163;12,122;13,081;14,165;15,396;16,804;18,425;20,305;22,185
1098;-0,5684;15,3954;0,08537;12,04;12,755;13,203;13,45;13,845;14,122;14,547;15,395;16,324;16,858;17,236;17,822;18,219;19,007;20,489;11,162;12,121;13,08;14,164;15,395;16,803;18,424;20,305;22,185
1099;-0,5684;15,3949;0,08538;12,04;12,754;13,202;13,449;13,844;14,122;14,547;15,395;16,323;16,858;17,236;17,821;18,218;19,007;20,489;11,162;12,121;13,08;14,163;15,395;16,803;18,424;20,305;22,185
1100;-0,5684;15,3943;0,08539;12,039;12,753;13,201;13,449;13,844;14,121;14,546;15,394;16,323;16,858;17,236;17,821;18,218;19,007;20,489;11,161;12,12;13,079;14,163;15,394;16,803;18,424;20,305;22,186
1101;-0,5684;15,3937;0,0854;12,038;12,752;13,2;13,448;13,843;14,12;14,545;15,394;16,322;16,857;17,235;17,821;18,218;19,006;20,489;11,16;12,119;13,078;14,162;15,394;16,802;18,424;20,305;22,186
1102;-0,5684;15,3931;0,08541;12,037;12,752;13,2;13,447;13,842;14,119;14,545;15,393;16,322;16,857;17,235;17,82;18,217;19,006;20,489;11,159;12,118;13,077;14,161;15,393;16,802;18,423;20,305;22,186
1103;-0,5684;15,3925;0,08542;12,036;12,751;13,199;13,446;13,842;14,119;14,544;15,393;16,321;16,856;17,234;17,82;18,217;19,006;20,489;11,158;12,117;13,077;14,161;15,392;16,801;18,423;20,304;22,186
1104;-0,5684;15,392;0,08543;12,036;12,75;13,198;13,446;13,841;14,118;14,544;15,392;16,321;16,856;17,234;17,82;18,217;19,006;20,489;11,157;12,117;13,076;14,16;15,392;16,801;18,423;20,305;22,186
1105;-0,5684;15,3914;0,08544;12,035;12,75;13,198;13,445;13,84;14,117;14,543;15,391;16,32;16,855;17,234;17,819;18,216;19,005;20,489;11,157;12,116;13,075;14,159;15,391;16,8;18,422;20,304;22,186
1106;-0,5684;15,3908;0,08545;12,034;12,749;13,197;13,444;13,84;14,117;14,542;15,391;16,32;16,855;17,233;17,819;18,216;19,005;20,489;11,156;12,115;13,075;14,159;15,391;16,8;18,422;20,304;22,187
1107;-0,5684;15,3902;0,08547;12,033;12,748;13,196;13,443;13,839;14,116;14,542;15,39;16,319;16,855;17,233;17,819;18,216;19,005;20,49;11,155;12,114;13,074;14,158;15,39;16,799;18,422;20,305;22,188
1108;-0,5684;15,3897;0,08548;12,032;12,747;13,195;13,443;13,838;14,115;14,541;15,39;16,319;16,854;17,233;17,819;18,216;19,005;20,49;11,154;12,113;13,073;14,157;15,39;16,799;18,422;20,305;22,188
1109;-0,5684;15,3891;0,08549;12,031;12,746;13,194;13,442;13,837;14,115;14,54;15,389;16,318;16,854;17,232;17,818;18,216;19,005;20,49;11,153;12,113;13,072;14,157;15,389;16,799;18,422;20,305;22,188
1110;-0,5684;15,3885;0,0855;12,031;12,746;13,194;13,441;13,837;14,114;14,54;15,389;16,318;16,853;17,232;17,818;18,215;19,005;20,49;11,152;12,112;13,071;14,156;15,388;16,798;18,421;20,305;22,188
1111;-0,5684;15,388;0,08551;12,03;12,745;13,193;13,441;13,836;14,113;14,539;15,388;16,317;16,853;17,231;17,817;18,215;19,005;20,49;11,151;12,111;13,071;14,155;15,388;16,798;18,421;20,305;22,189
1112;-0,5684;15,3874;0,08552;12,029;12,744;13,192;13,44;13,835;14,113;14,538;15,387;16,317;16,852;17,231;17,817;18,215;19,004;20,49;11,151;12,11;13,07;14,155;15,387;16,797;18,421;20,305;22,189
1113;-0,5684;15,3868;0,08553;12,028;12,743;13,192;13,439;13,835;14,112;14,538;15,387;16,316;16,852;17,231;17,817;18,214;19,004;20,49;11,15;12,109;13,069;14,154;15,387;16,797;18,421;20,305;22,189
1114;-0,5684;15,3863;0,08554;12,028;12,743;13,191;13,438;13,834;14,111;14,537;15,386;16,316;16,852;17,23;17,816;18,214;19,004;20,49;11,149;12,109;13,069;14,153;15,386;16,796;18,42;20,305;22,189
1115;-0,5684;15,3857;0,08556;12,027;12,742;13,19;13,438;13,833;14,111;14,536;15,386;16,315;16,851;17,23;17,816;18,214;19,004;20,49;11,148;12,108;13,068;14,153;15,386;16,796;18,42;20,305;22,19
