Days;L;M;S;P01;P1;P3;P5;P10;P15;P25;P50;P75;P85;P90;P95;P97;P99;P999;SD4neg;SD3neg;SD2neg;SD1neg;SD0;SD1;SD2;SD3;SD4
123;-0,0222;16,6795;0,09163;12,577;13,484;14,044;14,349;14,834;15,17;15,681;16,68;17,744;18,343;18,761;19,398;19,823;20,653;22,159;11,471;12,681;13,892;15,221;16,68;18,282;20,042;21,975;23,909
124;-0,0246;16,6868;0,09161;12,585;13,491;14,051;14,357;14,841;15,177;15,688;16,687;17,751;18,351;18,769;19,406;19,832;20,662;22,169;11,479;12,689;13,899;15,228;16,687;18,29;20,05;21,985;23,92
125;-0,027;16,6939;0,09158;12,593;13,499;14,058;14,364;14,848;15,184;15,695;16,694;17,759;18,358;18,776;19,414;19,84;20,67;22,179;11,487;12,696;13,906;15,235;16,694;18,297;20,059;21,995;23,931
126;-0,0293;16,7009;0,09156;12,6;13,506;14,065;14,371;14,855;15,191;15,702;16,701;17,766;18,366;18,784;19,422;19,848;20,679;22,189;11,494;12,704;13,913;15,242;16,701;18,304;20,067;22,005;23,942
127;-0,0317;16,7077;0,09153;12,607;13,513;14,072;14,378;14,862;15,198;15,708;16,708;17,773;18,373;18,791;19,429;19,856;20,687;22,198;11,502;12,711;13,92;15,248;16,708;18,312;20,075;22,014;23,953
128;-0,034;16,7144;0,09151;12,614;13,52;14,079;14,384;14,868;15,204;15,715;16,714;17,78;18,38;18,799;19,437;19,864;20,696;22,207;11,509;12,718;13,927;15,255;16,714;18,319;20,083;22,023;23,963
129;-0,0364;16,721;0,09148;12,622;13,527;14,086;14,391;14,875;15,211;15,722;16,721;17,786;18,387;18,806;19,444;19,871;20,704;22,216;11,517;12,725;13,934;15,262;16,721;18,326;20,09;22,032;23,973
130;-0,0387;16,7274;0,09146;12,628;13,533;14,092;14,397;14,881;15,217;15,728;16,727;17,793;18,394;18,813;19,452;19,879;20,712;22,225;11,524;12,732;13,94;15,268;16,727;18,332;20,098;22,041;23,984
131;-0,041;16,7337;0,09143;12,635;13,54;14,098;14,404;14,888;15,224;15,734;16,734;17,8;18,4;18,819;19,458;19,886;20,719;22,234;11,531;12,739;13,947;15,274;16,734;18,339;20,105;22,049;23,993
132;-0,0433;16,7399;0,09141;12,642;13,546;14,105;14,41;14,894;15,23;15,74;16,74;17,806;18,407;18,826;19,465;19,893;20,727;22,243;11,538;12,746;13,953;15,28;16,74;18,346;20,113;22,058;24,003
133;-0,0455;16,746;0,09139;12,649;13,553;14,111;14,416;14,9;15,236;15,746;16,746;17,812;18,413;18,833;19,472;19,9;20,735;22,251;11,545;12,752;13,959;15,286;16,746;18,352;20,12;22,066;24,013
134;-0,0478;16,7519;0,09136;12,655;13,559;14,117;14,422;14,906;15,242;15,752;16,752;17,818;18,42;18,839;19,479;19,907;20,741;22,259;11,552;12,759;13,965;15,292;16,752;18,358;20,126;22,074;24,022
135;-0,05;16,7577;0,09134;12,662;13,565;14,123;14,428;14,912;15,247;15,758;16,758;17,824;18,426;18,845;19,485;19,913;20,749;22,268;11,558;12,765;13,971;15,298;16,758;18,364;20,133;22,082;24,031
136;-0,0522;16,7634;0,09131;12,668;13,571;14,129;14,434;14,918;15,253;15,764;16,763;17,83;18,432;18,851;19,492;19,92;20,755;22,275;11,565;12,771;13,977;15,304;16,763;18,37;20,14;22,09;24,039
137;-0,0545;16,7689;0,09129;12,674;13,577;14,135;14,44;14,923;15,259;15,769;16,769;17,836;18,438;18,857;19,498;19,926;20,762;22,283;11,572;12,777;13,983;15,309;16,769;18,376;20,146;22,097;24,049
138;-0,0566;16,7743;0,09127;12,68;13,583;14,14;14,445;14,928;15,264;15,774;16,774;17,841;18,443;18,863;19,504;19,932;20,769;22,291;11,578;12,783;13,989;15,315;16,774;18,382;20,153;22,105;24,057
139;-0,0588;16,7797;0,09125;12,686;13,588;14,146;14,451;14,934;15,269;15,78;16,78;17,847;18,449;18,869;19,51;19,939;20,776;22,298;11,584;12,789;13,994;15,32;16,78;18,387;20,159;22,113;24,066
140;-0,061;16,7848;0,09122;12,692;13,594;14,151;14,456;14,939;15,275;15,785;16,785;17,852;18,454;18,874;19,515;19,944;20,782;22,305;11,591;12,795;14;15,325;16,785;18,393;20,165;22,119;24,074
141;-0,0632;16,7899;0,0912;12,698;13,599;14,156;14,461;14,944;15,28;15,79;16,79;17,857;18,46;18,88;19,521;19,95;20,788;22,312;11,597;12,801;14,005;15,33;16,79;18,398;20,171;22,126;24,082
142;-0,0653;16,7948;0,09118;12,703;13,605;14,162;14,466;14,949;15,285;15,795;16,795;17,862;18,465;18,885;19,527;19,956;20,794;22,32;11,603;12,806;14,01;15,335;16,795;18,403;20,177;22,133;24,09
143;-0,0674;16,7997;0,09116;12,709;13,61;14,167;14,471;14,954;15,29;15,8;16,8;17,867;18,47;18,89;19,532;19,962;20,8;22,327;11,608;12,812;14,015;15,34;16,8;18,408;20,182;22,14;24,098
144;-0,0696;16,8044;0,09113;12,715;13,615;14,172;14,476;14,959;15,295;15,805;16,804;17,872;18,475;18,895;19,537;19,967;20,806;22,333;11,615;12,818;14,021;15,345;16,804;18,413;20,188;22,146;24,105
145;-0,0717;16,809;0,09111;12,72;13,62;14,177;14,481;14,964;15,299;15,809;16,809;17,877;18,48;18,9;19,542;19,972;20,811;22,339;11,62;12,823;14,025;15,35;16,809;18,418;20,193;22,153;24,112
146;-0,0737;16,8134;0,09109;12,725;13,625;14,181;14,486;14,968;15,304;15,814;16,813;17,881;18,484;18,905;19,547;19,977;20,817;22,346;11,626;12,828;14,03;15,354;16,813;18,423;20,198;22,159;24,12
147;-0,0758;16,8178;0,09107;12,73;13,63;14,186;14,49;14,973;15,308;15,818;16,818;17,886;18,489;18,91;19,552;19,982;20,822;22,352;11,631;12,833;14,035;15,359;16,818;18,427;20,203;22,165;24,127
148;-0,0779;16,822;0,09104;12,735;13,635;14,191;14,495;14,977;15,313;15,822;16,822;17,89;18,493;18,914;19,557;19,987;20,827;22,357;11,637;12,838;14,04;15,363;16,822;18,431;20,208;22,17;24,133
149;-0,08;16,8262;0,09102;12,74;13,639;14,195;14,499;14,982;15,317;15,827;16,826;17,894;18,497;18,918;19,561;19,992;20,832;22,363;11,642;12,843;14,044;15,367;16,826;18,436;20,213;22,176;24,14
150;-0,082;16,8302;0,091;12,745;13,644;14,2;14,504;14,986;15,321;15,831;16,83;17,898;18,502;18,923;19,566;19,996;20,837;22,369;11,647;12,848;14,049;15,371;16,83;18,44;20,217;22,182;24,146
151;-0,084;16,8341;0,09098;12,75;13,648;14,204;14,508;14,99;15,325;15,835;16,834;17,902;18,506;18,927;19,57;20,001;20,842;22,375;11,652;12,853;14,053;15,375;16,834;18,444;20,222;22,187;24,153
152;-0,086;16,8379;0,09096;12,755;13,653;14,208;14,512;14,994;15,329;15,838;16,838;17,906;18,51;18,931;19,574;20,005;20,846;22,38;11,657;12,857;14,057;15,379;16,838;18,448;20,226;22,193;24,159
153;-0,0881;16,8416;0,09094;12,759;13,657;14,212;14,516;14,998;15,333;15,842;16,842;17,91;18,513;18,935;19,578;20,009;20,851;22,386;11,662;12,862;14,061;15,383;16,842;18,452;20,231;22,198;24,165
154;-0,0901;16,8452;0,09092;12,764;13,661;14,216;14,52;15,002;15,336;15,846;16,845;17,914;18,517;18,939;19,582;20,013;20,856;22,391;11,667;12,866;14,065;15,387;16,845;18,455;20,235;22,203;24,171
155;-0,092;16,8487;0,0909;12,768;13,665;14,22;14,524;15,005;15,34;15,849;16,849;17,917;18,521;18,942;19,586;20,017;20,86;22,396;11,672;12,871;14,069;15,391;16,849;18,459;20,239;22,208;24,177
156;-0,094;16,8521;0,09088;12,772;13,669;14,224;14,527;15,009;15,344;15,853;16,852;17,921;18,524;18,946;19,59;20,021;20,864;22,401;11,677;12,875;14,073;15,394;16,852;18,463;20,243;22,213;24,183
157;-0,096;16,8554;0,09085;12,777;13,673;14,228;14,531;15,013;15,347;15,856;16,855;17,924;18,528;18,949;19,593;20,025;20,868;22,405;11,682;12,879;14,077;15,398;16,855;18,466;20,246;22,217;24,187
158;-0,0979;16,8586;0,09083;12,781;13,677;14,231;14,535;15,016;15,351;15,86;16,859;17,927;18,531;18,952;19,597;20,028;20,871;22,409;11,686;12,883;14,081;15,401;16,859;18,469;20,25;22,221;24,193
159;-0,0999;16,8617;0,09081;12,785;13,681;14,235;14,538;15,019;15,354;15,863;16,862;17,93;18,534;18,956;19,6;20,032;20,875;22,414;11,691;12,887;14,084;15,404;16,862;18,472;20,254;22,226;24,198
160;-0,1018;16,8648;0,09079;12,789;13,684;14,238;14,542;15,023;15,357;15,866;16,865;17,933;18,537;18,959;19,604;20,035;20,879;22,418;11,695;12,891;14,088;15,408;16,865;18,475;20,257;22,23;24,203
161;-0,1037;16,8677;0,09077;12,793;13,688;14,242;14,545;15,026;15,36;15,869;16,868;17,936;18,54;18,962;19,607;20,038;20,882;22,422;11,699;12,895;14,091;15,411;16,868;18,478;20,26;22,234;24,208
162;-0,1056;16,8705;0,09075;12,797;13,691;14,245;14,548;15,029;15,363;15,872;16,871;17,939;18,543;18,965;19,61;20,042;20,886;22,426;11,704;12,899;14,094;15,414;16,87;18,481;20,264;22,238;24,213
163;-0,1075;16,8732;0,09073;12,801;13,695;14,248;14,551;15,032;15,366;15,875;16,873;17,942;18,546;18,968;19,613;20,045;20,889;22,43;11,708;12,903;14,098;15,416;16,873;18,484;20,267;22,242;24,217
164;-0,1094;16,8759;0,09071;12,804;13,698;14,251;14,554;15,035;15,369;15,878;16,876;17,944;18,548;18,97;19,616;20,048;20,892;22,434;11,712;12,906;14,101;15,419;16,876;18,487;20,27;22,246;24,222
165;-0,1113;16,8784;0,09069;12,808;13,701;14,254;14,557;15,038;15,372;15,88;16,878;17,947;18,551;18,973;19,618;20,05;20,895;22,438;11,716;12,91;14,104;15,422;16,878;18,489;20,273;22,249;24,226
166;-0,1132;16,8808;0,09067;12,811;13,705;14,257;14,56;15,04;15,374;15,883;16,881;17,949;18,553;18,975;19,621;20,053;20,898;22,441;11,72;12,913;14,107;15,425;16,881;18,492;20,275;22,253;24,23
167;-0,115;16,8832;0,09065;12,815;13,708;14,26;14,563;15,043;15,377;15,885;16,883;17,952;18,556;18,978;19,623;20,056;20,901;22,445;11,724;12,917;14,11;15,427;16,883;18,494;20,278;22,256;24,234
168;-0,1169;16,8854;0,09063;12,818;13,711;14,263;14,566;15,046;15,379;15,888;16,885;17,954;18,558;18,98;19,626;20,058;20,904;22,448;11,728;12,92;14,113;15,43;16,885;18,496;20,28;22,259;24,238
169;-0,1187;16,8876;0,09061;12,822;13,714;14,266;14,568;15,048;15,382;15,89;16,888;17,956;18,56;18,982;19,628;20,06;20,906;22,451;11,731;12,923;14,116;15,432;16,888;18,498;20,283;22,262;24,242
170;-0,1206;16,8897;0,09059;12,825;13,716;14,268;14,571;15,051;15,384;15,892;16,89;17,958;18,562;18,984;19,63;20,063;20,909;22,454;11,735;12,927;14,118;15,434;16,89;18,5;20,285;22,265;24,245
171;-0,1224;16,8917;0,09058;12,828;13,719;14,271;14,573;15,053;15,386;15,894;16,892;17,96;18,564;18,987;19,633;20,065;20,912;22,458;11,738;12,929;14,121;15,437;16,892;18,503;20,288;22,269;24,25
172;-0,1242;16,8936;0,09056;12,831;13,722;14,273;14,575;15,055;15,388;15,896;16,894;17,962;18,566;18,989;19,634;20,067;20,914;22,461;11,742;12,932;14,123;15,439;16,894;18,504;20,29;22,271;24,253
173;-0,126;16,8954;0,09054;12,834;13,724;14,276;14,578;15,057;15,391;15,898;16,895;17,964;18,568;18,99;19,636;20,069;20,916;22,463;11,745;12,935;14,126;15,441;16,895;18,506;20,292;22,274;24,256
174;-0,1278;16,8971;0,09052;12,837;13,727;14,278;14,58;15,059;15,393;15,9;16,897;17,965;18,57;18,992;19,638;20,071;20,918;22,466;11,748;12,938;14,128;15,443;16,897;18,508;20,294;22,276;24,259
175;-0,1296;16,8987;0,0905;12,839;13,729;14,28;14,582;15,061;15,394;15,902;16,899;17,967;18,571;18,994;19,64;20,073;20,92;22,468;11,752;12,941;14,13;15,445;16,899;18,509;20,295;22,279;24,262
176;-0,1314;16,9002;0,09048;12,842;13,732;14,282;14,584;15,063;15,396;15,904;16,9;17,968;18,573;18,995;19,641;20,074;20,922;22,47;11,755;12,944;14,133;15,446;16,9;18,511;20,297;22,281;24,265
177;-0,1331;16,9017;0,09046;12,845;13,734;14,285;14,586;15,065;15,398;15,905;16,902;17,97;18,574;18,996;19,643;20,076;20,923;22,472;11,758;12,946;14,135;15,448;16,902;18,512;20,299;22,283;24,267
178;-0,1349;16,9031;0,09044;12,848;13,736;14,287;14,588;15,067;15,4;15,907;16,903;17,971;18,575;18,998;19,644;20,077;20,925;22,475;11,761;12,949;14,137;15,45;16,903;18,513;20,3;22,285;24,27
179;-0,1366;16,9043;0,09043;12,85;13,738;14,288;14,59;15,068;15,401;15,908;16,904;17,972;18,577;18,999;19,645;20,079;20,927;22,477;11,764;12,951;14,139;15,451;16,904;18,515;20,302;22,287;24,273
180;-0,1384;16,9055;0,09041;12,852;13,74;14,29;14,591;15,07;15,403;15,909;16,906;17,973;18,578;19;19,647;20,08;20,928;22,479;11,767;12,954;14,141;15,453;16,906;18,516;20,303;22,289;24,275
181;-0,1401;16,9066;0,09039;12,855;13,742;14,292;14,593;15,071;15,404;15,911;16,907;17,974;18,579;19,001;19,648;20,081;20,929;22,48;11,77;12,956;14,142;15,454;16,907;18,517;20,304;22,29;24,277
182;-0,1418;16,9077;0,09037;12,857;13,744;14,294;14,595;15,073;15,405;15,912;16,908;17,975;18,58;19,002;19,649;20,082;20,93;22,482;11,772;12,958;14,144;15,456;16,908;18,518;20,305;22,292;24,279
183;-0,1436;16,9086;0,09035;12,859;13,746;14,295;14,596;15,074;15,407;15,913;16,909;17,976;18,58;19,003;19,649;20,083;20,931;22,483;11,775;12,961;14,146;15,457;16,909;18,518;20,306;22,293;24,281
184;-0,1453;16,9095;0,09033;12,862;13,748;14,297;14,598;15,076;15,408;15,914;16,91;17,977;18,581;19,003;19,65;20,084;20,932;22,485;11,778;12,963;14,148;15,458;16,91;18,519;20,307;22,295;24,283
185;-0,147;16,9102;0,09032;12,863;13,749;14,298;14,599;15,077;15,409;15,915;16,91;17,977;18,582;19,004;19,651;20,084;20,933;22,486;11,78;12,964;14,149;15,459;16,91;18,52;20,308;22,296;24,285
186;-0,1487;16,9109;0,0903;12,865;13,751;14,3;14,6;15,078;15,41;15,916;16,911;17,978;18,582;19,005;19,651;20,085;20,934;22,488;11,783;12,967;14,15;15,46;16,911;18,52;20,308;22,297;24,286
187;-0,1503;16,9116;0,09028;12,867;13,753;14,301;14,602;15,079;15,411;15,917;16,912;17,978;18,583;19,005;19,652;20,086;20,935;22,488;11,785;12,969;14,152;15,461;16,912;18,521;20,309;22,298;24,288
188;-0,152;16,9121;0,09026;12,869;13,754;14,302;14,603;15,08;15,412;15,918;16,912;17,979;18,583;19,006;19,652;20,086;20,935;22,489;11,788;12,97;14,153;15,462;16,912;18,521;20,309;22,299;24,289
189;-0,1537;16,9125;0,09024;12,871;13,756;14,304;14,604;15,081;15,413;15,918;16,913;17,979;18,583;19,006;19,652;20,086;20,935;22,49;11,79;12,972;14,154;15,463;16,912;18,521;20,309;22,3;24,29
190;-0,1554;16,9129;0,09023;12,873;13,757;14,304;14,605;15,082;15,413;15,919;16,913;17,979;18,584;19,006;19,653;20,087;20,936;22,491;11,792;12,974;14,155;15,463;16,913;18,522;20,31;22,301;24,292
191;-0,157;16,9132;0,09021;12,875;13,758;14,306;14,606;15,082;15,414;15,919;16,913;17,98;18,584;19,006;19,653;20,087;20,936;22,492;11,794;12,975;14,157;15,464;16,913;18,522;20,31;22,301;24,292
192;-0,1587;16,9135;0,09019;12,876;13,759;14,307;14,607;15,083;15,415;15,92;16,914;17,98;18,584;19,006;19,653;20,087;20,937;22,492;11,796;12,977;14,158;15,465;16,914;18,522;20,31;22,302;24,293
193;-0,1603;16,9136;0,09017;12,878;13,76;14,308;14,608;15,084;15,415;15,92;16,914;17,98;18,584;19,006;19,653;20,087;20,936;22,492;11,799;12,979;14,159;15,465;16,914;18,522;20,31;22,302;24,294
194;-0,1619;16,9137;0,09016;12,879;13,761;14,308;14,608;15,084;15,416;15,921;16,914;17,98;18,584;19,006;19,653;20,087;20,937;22,493;11,8;12,98;14,16;15,466;16,914;18,522;20,31;22,303;24,295
195;-0,1635;16,9137;0,09014;12,881;13,762;14,309;14,609;15,085;15,416;15,921;16,914;17,979;18,583;19,006;19,653;20,087;20,937;22,493;11,802;12,981;14,16;15,466;16,914;18,522;20,31;22,303;24,295
196;-0,1652;16,9136;0,09012;12,882;13,763;14,31;14,609;15,085;15,416;15,921;16,914;17,979;18,583;19,005;19,652;20,086;20,936;22,493;11,804;12,983;14,161;15,466;16,914;18,521;20,31;22,303;24,295
197;-0,1668;16,9135;0,09011;12,883;13,764;14,31;14,61;15,085;15,417;15,921;16,914;17,979;18,583;19,005;19,652;20,086;20,936;22,494;11,806;12,984;14,162;15,466;16,914;18,521;20,31;22,303;24,297
198;-0,1684;16,9133;0,09009;12,885;13,765;14,311;14,61;15,086;15,417;15,921;16,913;17,979;18,582;19,005;19,652;20,086;20,936;22,494;11,808;12,985;14,163;15,467;16,913;18,521;20,309;22,303;24,297
199;-0,17;16,913;0,09007;12,886;13,766;14,312;14,611;15,086;15,417;15,921;16,913;17,978;18,582;19,004;19,651;20,085;20,935;22,493;11,809;12,986;14,163;15,467;16,913;18,52;20,308;22,302;24,296
200;-0,1715;16,9127;0,09006;12,887;13,766;14,312;14,611;15,086;15,417;15,921;16,913;17,978;18,581;19,004;19,651;20,085;20,935;22,494;11,811;12,987;14,164;15,467;16,913;18,52;20,308;22,303;24,297
201;-0,1731;16,9122;0,09004;12,888;13,767;14,312;14,611;15,086;15,417;15,921;16,912;17,977;18,581;19,003;19,65;20,084;20,934;22,493;11,812;12,988;14,164;15,467;16,912;18,519;20,307;22,302;24,297
202;-0,1747;16,9118;0,09002;12,889;13,768;14,313;14,612;15,086;15,417;15,921;16,912;17,976;18,58;19,002;19,649;20,083;20,934;22,492;11,814;12,989;14,165;15,467;16,912;18,518;20,307;22,301;24,296
203;-0,1763;16,9112;0,09001;12,89;13,768;14,313;14,612;15,086;15,417;15,92;16,911;17,976;18,579;19,001;19,648;20,082;20,933;22,492;11,815;12,99;14,165;15,466;16,911;18,517;20,306;22,301;24,297
204;-0,1778;16,9106;0,08999;12,891;13,769;14,313;14,612;15,086;15,416;15,92;16,911;17,975;18,578;19,001;19,647;20,081;20,932;22,492;11,817;12,991;14,165;15,466;16,911;18,516;20,305;22,3;24,296
205;-0,1794;16,9099;0,08997;12,892;13,769;14,313;14,612;15,086;15,416;15,919;16,91;17,974;18,577;18,999;19,646;20,08;20,931;22,491;11,818;12,992;14,165;15,466;16,91;18,515;20,304;22,299;24,295
206;-0,1809;16,9091;0,08996;12,892;13,769;14,313;14,612;15,086;15,416;15,919;16,909;17,973;18,576;18,998;19,645;20,079;20,93;22,49;11,819;12,992;14,165;15,466;16,909;18,514;20,303;22,299;24,295
207;-0,1824;16,9083;0,08994;12,893;13,77;14,314;14,612;15,086;15,415;15,918;16,908;17,972;18,575;18,997;19,644;20,078;20,929;22,489;11,821;12,993;14,166;15,465;16,908;18,513;20,302;22,298;24,294
208;-0,184;16,9074;0,08992;12,894;13,77;14,314;14,612;15,085;15,415;15,918;16,907;17,971;18,574;18,996;19,643;20,077;20,928;22,488;11,822;12,994;14,166;15,465;16,907;18,512;20,3;22,297;24,293
209;-0,1855;16,9065;0,08991;12,894;13,77;14,313;14,611;15,085;15,415;15,917;16,907;17,97;18,573;18,995;19,642;20,076;20,927;22,487;11,823;12,994;14,166;15,464;16,906;18,511;20,299;22,296;24,293
210;-0,187;16,9055;0,08989;12,895;13,77;14,313;14,611;15,084;15,414;15,916;16,906;17,968;18,571;18,993;19,64;20,074;20,925;22,486;11,824;12,995;14,166;15,464;16,906;18,51;20,298;22,295;24,292
211;-0,1885;16,9044;0,08988;12,895;13,77;14,313;14,611;15,084;15,413;15,916;16,904;17,967;18,57;18,992;19,639;20,073;20,924;22,485;11,825;12,995;14,165;15,463;16,904;18,508;20,297;22,294;24,291
212;-0,19;16,9033;0,08986;12,896;13,77;14,313;14,61;15,083;15,413;15,915;16,903;17,966;18,569;18,991;19,637;20,071;20,922;22,484;11,826;12,996;14,165;15,462;16,903;18,507;20,295;22,292;24,29
213;-0,1915;16,9021;0,08984;12,896;13,77;14,313;14,61;15,083;15,412;15,914;16,902;17,964;18,567;18,989;19,636;20,07;20,921;22,482;11,827;12,996;14,165;15,462;16,902;18,505;20,293;22,291;24,288
214;-0,193;16,9008;0,08983;12,896;13,77;14,312;14,609;15,082;15,411;15,913;16,901;17,963;18,566;18,988;19,634;20,068;20,919;22,481;11,828;12,996;14,165;15,461;16,901;18,504;20,292;22,289;24,287
215;-0,1945;16,8995;0,08981;12,897;13,77;14,312;14,609;15,081;15,41;15,912;16,9;17,961;18,564;18,986;19,632;20,066;20,917;22,479;11,829;12,996;14,164;15,46;16,9;18,502;20,29;22,288;24,285
216;-0,196;16,8981;0,0898;12,897;13,77;14,311;14,608;15,08;15,409;15,911;16,898;17,96;18,562;18,984;19,631;20,065;20,916;22,478;11,829;12,996;14,164;15,459;16,898;18,501;20,288;22,286;24,285
217;-0,1975;16,8967;0,08978;12,897;13,769;14,311;14,608;15,08;15,408;15,91;16,897;17,958;18,56;18,982;19,629;20,063;20,914;22,476;11,83;12,997;14,164;15,458;16,897;18,499;20,286;22,284;24,283
218;-0,1989;16,8952;0,08976;12,897;13,769;14,31;14,607;15,079;15,407;15,908;16,895;17,956;18,559;18,98;19,627;20,06;20,912;22,474;11,831;12,997;14,163;15,457;16,895;18,497;20,284;22,282;24,28
219;-0,2004;16,8937;0,08975;12,897;13,769;14,31;14,606;15,078;15,406;15,907;16,894;17,955;18,557;18,978;19,625;20,059;20,91;22,473;11,831;12,997;14,162;15,456;16,894;18,495;20,282;22,281;24,279
220;-0,2018;16,8921;0,08973;12,898;13,768;14,309;14,606;15,077;15,405;15,906;16,892;17,953;18,555;18,976;19,623;20,056;20,908;22,47;11,832;12,997;14,162;15,455;16,892;18,493;20,28;22,279;24,277
221;-0,2033;16,8905;0,08972;12,897;13,768;14,308;14,605;15,076;15,404;15,905;16,891;17,951;18,553;18,975;19,621;20,055;20,906;22,469;11,832;12,997;14,161;15,454;16,89;18,491;20,278;22,277;24,276
222;-0,2047;16,8888;0,0897;12,898;13,768;14,308;14,604;15,075;15,403;15,903;16,889;17,949;18,551;18,972;19,618;20,052;20,903;22,466;11,833;12,997;14,161;15,452;16,889;18,489;20,276;22,275;24,273
223;-0,2062;16,887;0,08969;12,897;13,767;14,307;14,603;15,074;15,402;15,902;16,887;17,947;18,549;18,97;19,616;20,05;20,901;22,465;11,833;12,996;14,16;15,451;16,887;18,487;20,274;22,273;24,272
224;-0,2076;16,8852;0,08967;12,897;13,766;14,306;14,602;15,072;15,4;15,9;16,885;17,945;18,547;18,968;19,614;20,048;20,899;22,462;11,834;12,996;14,159;15,45;16,885;18,485;20,271;22,27;24,269
225;-0,209;16,8834;0,08966;12,897;13,766;14,305;14,601;15,071;15,399;15,899;16,883;17,943;18,544;18,966;19,612;20,046;20,897;22,46;11,834;12,996;14,158;15,448;16,883;18,483;20,269;22,268;24,268
226;-0,2104;16,8814;0,08964;12,897;13,765;14,304;14,6;15,07;15,397;15,897;16,881;17,941;18,542;18,963;19,609;20,043;20,894;22,457;11,834;12,996;14,157;15,447;16,881;18,48;20,266;22,266;24,265
227;-0,2119;16,8795;0,08963;12,896;13,764;14,303;14,599;15,069;15,396;15,895;16,88;17,938;18,54;18,961;19,607;20,041;20,892;22,456;11,834;12,995;14,156;15,445;16,88;18,478;20,264;22,264;24,263
228;-0,2133;16,8775;0,08961;12,896;13,763;14,302;14,598;15,067;15,395;15,894;16,878;17,936;18,537;18,958;19,604;20,038;20,889;22,453;11,835;12,995;14,155;15,444;16,878;18,476;20,261;22,261;24,26
229;-0,2147;16,8754;0,0896;12,896;13,762;14,301;14,596;15,066;15,393;15,892;16,875;17,934;18,535;18,956;19,602;20,035;20,887;22,451;11,835;12,995;14,154;15,442;16,875;18,473;20,259;22,259;24,258
230;-0,2161;16,8733;0,08958;12,895;13,762;14,3;14,595;15,064;15,391;15,89;16,873;17,931;18,532;18,953;19,599;20,033;20,884;22,448;11,835;12,994;14,153;15,441;16,873;18,471;20,256;22,256;24,255
231;-0,2175;16,8712;0,08957;12,895;13,761;14,299;14,594;15,063;15,39;15,888;16,871;17,929;18,53;18,951;19,596;20,03;20,881;22,445;11,835;12,994;14,152;15,439;16,871;18,468;20,254;22,253;24,253
232;-0,2188;16,869;0,08955;12,895;13,76;14,297;14,592;15,061;15,388;15,887;16,869;17,927;18,527;18,948;19,594;20,027;20,878;22,442;11,835;12,993;14,151;15,437;16,869;18,466;20,251;22,25;24,25
